Ct OIII SII NII OII Ha Hb
11296 1.6793E+34 2.4606E+32 7.0381E+32 4.9423E+32 5.4062E+34 1.9222E+34
11297 2.9932E+34 9.5381E+32 2.8750E+33 1.8052E+33 1.1233E+35 3.9486E+34
11298 4.1507E+34 2.0724E+33 6.6812E+33 3.9785E+33 1.6287E+35 5.7094E+34
11299 1.7717E+35 4.0554E+33 4.3861E+34 2.0900E+34 6.2374E+35 2.2377E+35
11300 5.6169E+34 4.4134E+33 1.5553E+34 8.8571E+33 2.2435E+35 7.8571E+34
11301 6.8426E+34 7.6829E+33 2.9216E+34 1.6011E+34 2.7649E+35 9.6839E+34
11302 1.6093E+33 2.2383E+32 2.8137E+33 1.2618E+33 1.6811E+34 6.0663E+33
11303 7.9176E+34 1.2668E+34 5.1679E+34 2.6850E+34 3.2861E+35 1.1514E+35
11304 8.8668E+34 2.2092E+34 9.6103E+34 4.5843E+34 3.9153E+35 1.3729E+35
11305 9.3424E+34 3.5988E+34 1.5910E+35 6.9468E+34 4.4987E+35 1.5786E+35
11306 9.4984E+34 5.8111E+34 2.4254E+35 9.8618E+34 5.0689E+35 1.7799E+35
11307 1.8112E+35 5.5516E+33 6.2340E+34 2.7343E+34 7.0543E+35 2.5222E+35
11308 1.6309E+33 2.9689E+32 3.5526E+33 1.5000E+33 1.9801E+34 7.1320E+33
11309 1.6371E+33 3.6914E+32 4.1520E+33 1.6738E+33 2.2346E+34 8.0328E+33
11310 7.9964E+34 3.7099E+33 1.9413E+33 1.3723E+34 8.0671E+35 2.8518E+35
11311 1.6656E+34 3.5822E+31 1.2663E+31 1.7232E+32 7.1453E+34 2.5965E+34
11312 3.0418E+34 1.2760E+32 4.7021E+31 5.8331E+32 1.5008E+35 5.4241E+34
11313 4.1897E+34 2.5703E+32 1.0102E+32 1.1827E+33 2.2699E+35 8.1865E+34
11314 5.1188E+34 4.0927E+32 1.7194E+32 1.9236E+33 2.9791E+35 1.0729E+35
11315 6.2062E+34 6.7314E+32 3.1272E+32 3.2923E+33 3.9510E+35 1.4201E+35
11316 6.9103E+34 9.3776E+32 4.7572E+32 4.7503E+33 4.7268E+35 1.6959E+35
11317 7.4133E+34 1.2372E+33 6.8320E+32 6.4510E+33 5.4441E+35 1.9496E+35
11318 7.8134E+34 1.7091E+33 1.0373E+33 9.0349E+33 6.3293E+35 2.2602E+35
11319 7.9711E+34 2.3208E+33 1.4600E+33 1.1677E+34 7.1548E+35 2.5465E+35
11320 1.1239E+36 1.2073E+35 3.7982E+34 3.1933E+35 6.9866E+35 2.5018E+35
11321 1.4172E+35 4.5802E+32 1.1230E+32 1.1661E+33 6.2203E+34 2.2552E+34
11322 2.8002E+35 1.8914E+33 4.6448E+32 4.2913E+33 1.3229E+35 4.7660E+34
11323 4.0208E+35 4.0321E+33 1.0319E+33 9.0155E+33 1.9841E+35 7.1361E+34
11324 5.3977E+35 7.5516E+33 2.0584E+33 1.7360E+34 2.7411E+35 9.8518E+34
11325 6.6088E+35 1.1808E+34 3.4350E+33 2.8566E+34 3.3989E+35 1.2214E+35
11326 7.8266E+35 1.7553E+34 5.4977E+33 4.5703E+34 4.0486E+35 1.4550E+35
11327 9.2160E+35 2.7079E+34 9.3386E+33 7.8870E+34 4.7967E+35 1.7244E+35
11328 1.0302E+36 3.9738E+34 1.4936E+34 1.2934E+35 5.4567E+35 1.9621E+35
11329 1.1085E+36 6.3480E+34 2.5152E+34 2.2324E+35 6.2153E+35 2.2345E+35
11330 1.0375E+36 7.5941E+34 3.7523E+34 2.1874E+35 7.7346E+35 2.7634E+35
11331 1.5041E+35 4.6201E+32 1.3913E+32 1.3645E+33 7.4579E+34 2.7286E+34
11332 2.9324E+35 1.7633E+33 5.5948E+32 4.8298E+33 1.4859E+35 5.3995E+34
11333 4.1398E+35 3.5523E+33 1.2006E+33 9.7507E+33 2.1508E+35 7.8026E+34
11334 5.5160E+35 6.4769E+33 2.3763E+33 1.8394E+34 2.9407E+35 1.0659E+35
11335 6.6855E+35 9.8994E+33 3.9292E+33 2.9501E+34 3.6363E+35 1.3174E+35
11336 1.5544E+35 9.1588E+33 5.5857E+33 4.5663E+34 7.9848E+35 2.8528E+35
11337 8.1029E+35 1.5825E+34 7.0319E+33 5.1150E+34 4.5325E+35 1.6410E+35
11338 3.2758E+34 9.9319E+31 4.5021E+31 7.1461E+32 7.0083E+34 2.5925E+34
11339 9.0356E+35 2.1765E+34 1.0615E+34 7.5423E+34 5.2033E+35 1.8827E+35
11340 4.0259E+33 2.9457E+33 4.8276E+33 8.9762E+33 2.5492E+34 9.1298E+33
11341 9.9277E+35 3.2160E+34 1.7658E+34 1.2080E+35 6.0646E+35 2.1911E+35
11342 1.0313E+36 4.5882E+34 2.6772E+34 1.7435E+35 6.8453E+35 2.4669E+35
11343 1.6870E+33 4.4104E+31 9.1180E+31 3.7832E+32 2.3226E+33 8.5234E+32
11344 6.0075E+34 3.4125E+32 1.6142E+32 2.4119E+33 1.4384E+35 5.2565E+34
11345 2.7166E+33 1.5802E+32 3.6211E+32 1.2033E+33 4.7770E+33 1.7321E+33
11346 3.2849E+33 3.1726E+32 7.5104E+32 2.1509E+33 7.2008E+33 2.6037E+33
11347 3.6126E+33 5.1194E+32 1.2094E+33 3.1173E+33 9.5624E+33 3.4536E+33
11348 8.5020E+34 7.2187E+32 3.6600E+32 5.1539E+33 2.2442E+35 8.1666E+34
11349 3.7922E+33 7.1768E+32 1.6628E+33 3.9880E+33 1.1662E+34 4.2094E+33
11350 3.9286E+33 1.0395E+33 2.3059E+33 5.1381E+33 1.4435E+34 5.2071E+33
11351 3.9938E+33 1.4202E+33 2.9727E+33 6.2654E+33 1.7187E+34 6.1962E+33
11352 1.0603E+35 1.2180E+33 6.6359E+32 8.8121E+33 3.0512E+35 1.1078E+35
11353 4.0205E+33 1.9209E+33 3.7224E+33 7.4736E+33 2.0255E+34 7.2956E+33
11354 4.0254E+33 2.3785E+33 4.3050E+33 8.3524E+33 2.2733E+34 8.1792E+33
11355 1.2032E+35 1.7078E+33 9.8635E+32 1.2466E+34 3.7027E+35 1.3423E+35
11356 1.3627E+35 2.5495E+33 1.5967E+33 1.8699E+34 4.6158E+35 1.6702E+35
11357 1.4703E+35 3.5835E+33 2.4152E+33 2.5986E+34 5.5029E+35 1.9873E+35
11358 1.5198E+35 4.5450E+33 3.1964E+33 3.2051E+34 6.1673E+35 2.2235E+35
11359 1.5496E+35 6.1854E+33 4.4047E+33 4.0072E+34 7.0459E+35 2.5335E+35
11360 1.8918E+35 9.0851E+33 2.7136E+34 3.3840E+34 7.9966E+35 2.8356E+35
11361 4.0564E+34 9.6490E+31 1.9639E+32 4.6069E+32 7.7230E+34 2.8170E+34
11362 6.9058E+34 2.9282E+32 6.2134E+32 1.3427E+33 1.4616E+35 5.3036E+34
11363 9.6208E+34 5.9863E+32 1.3548E+33 2.7624E+33 2.2177E+35 8.0270E+34
11364 1.2433E+35 1.0818E+33 2.6682E+33 5.1387E+33 3.1188E+35 1.1265E+35
11365 1.6927E+34 5.4240E+33 8.6593E+33 1.3345E+34 2.3920E+34 8.5744E+33
11366 4.5277E+33 6.8508E+31 1.0059E+32 2.2779E+32 2.3379E+33 8.5047E+32
11367 1.4490E+35 1.6043E+33 4.2863E+33 7.8752E+33 3.8874E+35 1.4017E+35
11368 7.4187E+33 1.8964E+32 3.1471E+32 6.5825E+32 4.2679E+33 1.5453E+33
11369 1.0659E+34 4.3835E+32 8.1938E+32 1.5905E+33 7.0237E+33 2.5379E+33
11370 1.2672E+34 7.0315E+32 1.4027E+33 2.6063E+33 9.2456E+33 3.3383E+33
11371 1.4465E+34 1.0976E+33 2.3012E+33 4.1122E+33 1.1860E+34 4.2800E+33
11372 1.5544E+34 1.5160E+33 3.2448E+33 5.6515E+33 1.4080E+34 5.0795E+33
11373 1.6302E+34 2.0685E+33 4.4243E+33 7.5366E+33 1.6455E+34 5.9338E+33
11374 1.6680E+34 2.6556E+33 5.5585E+33 9.3118E+33 1.8503E+34 6.6690E+33
11375 1.6220E+35 2.2540E+33 6.5696E+33 1.1469E+34 4.6631E+35 1.6784E+35
11376 1.6897E+34 3.6847E+33 7.2031E+33 1.1749E+34 2.1306E+34 7.6690E+33
11377 1.7474E+35 3.0014E+33 9.5175E+33 1.5732E+34 5.3879E+35 1.9354E+35
11378 1.8468E+35 4.1818E+33 1.4546E+34 2.2217E+34 6.2786E+35 2.2490E+35
11379 1.8857E+35 5.7096E+33 2.0524E+34 2.8837E+34 7.1042E+35 2.5362E+35
11380 1.5205E+35 9.0735E+33 3.1087E+34 4.4873E+34 7.9681E+35 2.8484E+35
11381 3.1493E+34 9.6859E+31 2.4463E+32 6.8636E+32 7.0500E+34 2.6079E+34
11382 5.8120E+34 3.3391E+32 8.8385E+32 2.3281E+33 1.4410E+35 5.2678E+34
11383 8.0917E+35 1.3386E+35 4.5055E+34 3.4616E+35 6.6536E+35 2.3743E+35
11384 1.1456E+35 5.5881E+32 1.5241E+32 1.4539E+33 6.5415E+34 2.3576E+34
11385 8.2504E+34 7.0705E+32 2.0088E+33 4.9847E+33 2.2430E+35 8.1660E+34
11386 2.0574E+35 1.8866E+33 5.1805E+32 4.5034E+33 1.2788E+35 4.5779E+34
11387 1.0311E+35 1.1941E+33 3.6479E+33 8.5387E+33 3.0459E+35 1.1063E+35
11388 2.9233E+35 3.9590E+33 1.1343E+33 9.3153E+33 1.9153E+35 6.8413E+34
11389 1.1717E+35 1.6753E+33 5.4271E+33 1.2095E+34 3.6938E+35 1.3397E+35
11390 3.7590E+35 6.8150E+33 2.0602E+33 1.6335E+34 2.5376E+35 9.0568E+34
11391 1.3292E+35 2.5035E+33 8.7969E+33 1.8179E+34 4.6019E+35 1.6660E+35
11392 1.4361E+35 3.5242E+33 1.3333E+34 2.5332E+34 5.4857E+35 1.9822E+35
11393 4.6703E+35 1.1095E+34 3.5862E+33 2.7829E+34 3.2051E+35 1.1436E+35
11394 1.4943E+35 4.7536E+33 1.8922E+34 3.2895E+34 6.3190E+35 2.2784E+35
11395 5.6028E+35 1.7189E+34 5.9952E+33 4.6203E+34 3.8701E+35 1.3811E+35
11396 1.5157E+35 6.1069E+33 2.4445E+34 3.9286E+34 7.0279E+35 2.5284E+35
11397 6.4847E+35 2.5599E+34 9.6657E+33 7.4878E+34 4.4999E+35 1.6064E+35
11398 7.4606E+35 4.2544E+34 1.7674E+34 1.3941E+35 5.2877E+35 1.8890E+35
11399 7.9732E+35 6.8404E+34 2.9291E+34 2.3439E+35 5.9592E+35 2.1302E+35
11400 5.0780E+35 1.8508E+35 2.7566E+34 2.4892E+35 6.1374E+35 2.1273E+35
11401 3.3033E+34 1.6000E+32 1.8228E+31 8.5950E+31 6.1915E+34 2.1114E+34
11402 5.8114E+34 6.9558E+32 7.1410E+31 2.8397E+32 1.2351E+35 4.2317E+34
11403 8.1858E+34 1.5596E+33 1.6029E+32 6.0269E+32 1.7979E+35 6.1794E+34
11404 1.1317E+35 3.1401E+33 3.3714E+32 1.2657E+33 2.4293E+35 8.3726E+34
11405 1.5443E+35 5.8141E+33 6.7394E+32 2.6741E+33 3.0647E+35 1.0588E+35
11406 1.9741E+35 9.2013E+33 1.1575E+33 4.9880E+33 3.5594E+35 1.2319E+35
11407 2.8137E+35 1.7667E+34 2.5811E+33 1.3298E+34 4.2513E+35 1.4750E+35
11408 3.7481E+35 3.1552E+34 5.3455E+33 3.3870E+34 4.8204E+35 1.6759E+35
11409 4.7640E+35 6.5597E+34 1.2607E+34 1.0336E+35 5.4464E+35 1.8976E+35
11410 7.1380E+35 1.8336E+35 8.1100E+34 2.7914E+35 6.6926E+35 2.3408E+35
11411 6.3004E+34 3.2410E+32 8.6015E+31 2.5623E+32 6.6658E+34 2.3265E+34
11412 1.0912E+35 1.1665E+33 2.9607E+32 7.6298E+32 1.2264E+35 4.2745E+34
11413 1.7281E+35 3.2052E+33 8.4192E+32 1.9914E+33 2.0001E+35 6.9810E+34
11414 2.2137E+35 5.4014E+33 1.4915E+33 3.4432E+33 2.5490E+35 8.9075E+34
11415 2.9367E+35 9.6333E+33 2.9037E+33 6.7196E+33 3.2658E+35 1.1429E+35
11416 3.8206E+35 1.6396E+34 5.5491E+33 1.3384E+34 3.9861E+35 1.3972E+35
11417 4.7790E+35 2.6180E+34 1.0103E+34 2.6271E+34 4.6239E+35 1.6230E+35
11418 5.9079E+35 4.3669E+34 1.9818E+34 5.8207E+34 5.2774E+35 1.8552E+35
11419 6.8835E+35 7.9409E+34 4.1627E+34 1.4202E+35 5.9425E+35 2.0919E+35
11420 1.0514E+35 5.8118E+33 1.9480E+33 2.7807E+34 7.9937E+35 2.8516E+35
11421 1.3628E+35 9.4332E+33 1.0907E+34 5.1412E+34 8.0038E+35 2.8673E+35
11422 2.2400E+34 6.4875E+31 1.6084E+31 4.3414E+32 7.0699E+34 2.6080E+34
11423 3.0191E+34 1.0639E+32 9.6765E+31 9.0731E+32 7.1635E+34 2.6696E+34
11424 5.4919E+34 3.5885E+32 3.4349E+32 3.0228E+33 1.4440E+35 5.2985E+34
11425 7.8830E+34 7.9428E+32 8.2022E+32 6.7203E+33 2.3045E+35 8.4082E+34
11426 9.2614E+34 1.1761E+33 1.2781E+33 9.9701E+33 2.8970E+35 1.0548E+35
11427 1.1031E+35 1.9252E+33 2.2580E+33 1.6245E+34 3.8322E+35 1.3920E+35
11428 1.2121E+35 2.6935E+33 3.3463E+33 2.2410E+34 4.5989E+35 1.6678E+35
11429 1.2871E+35 3.5984E+33 4.6901E+33 2.9149E+34 5.3397E+35 1.9334E+35
11430 1.3402E+35 4.9690E+33 6.7131E+33 3.7919E+34 6.2336E+35 2.2523E+35
11431 4.0679E+34 2.1993E+32 5.6593E+31 1.4438E+33 1.4487E+35 5.2847E+34
11432 1.3599E+35 6.6849E+33 8.9114E+33 4.5990E+34 7.0863E+35 2.5542E+35
11433 5.7230E+34 4.5952E+32 1.2634E+32 3.0522E+33 2.2498E+35 8.1751E+34
11434 7.1134E+34 7.6693E+32 2.2618E+32 5.1792E+33 3.0450E+35 1.1040E+35
11435 8.3815E+34 1.1931E+33 3.8098E+32 8.1912E+33 3.9239E+35 1.4199E+35
11436 9.1394E+34 1.5789E+33 5.3527E+32 1.0926E+34 4.5788E+35 1.6546E+35
11437 9.8786E+34 2.1968E+33 8.0350E+32 1.5178E+34 5.4409E+35 1.9624E+35
11438 1.0302E+35 2.9396E+33 1.1387E+33 1.9778E+34 6.2606E+35 2.2532E+35
11439 2.8781E+33 1.2309E+33 3.7857E+33 4.4687E+33 2.5389E+34 9.0933E+33
11440 1.1590E+33 2.1502E+31 7.5028E+31 1.9690E+32 2.3247E+33 8.6105E+32
11441 1.8973E+33 7.6292E+31 3.0129E+32 6.4616E+32 4.9037E+33 1.7888E+33
11442 1.0483E+35 3.9254E+33 1.5406E+33 2.4454E+34 7.0873E+35 2.5440E+35
11443 2.3117E+33 1.5004E+32 6.2374E+32 1.1615E+33 7.4143E+33 2.6932E+33
11444 2.5294E+33 2.2501E+32 9.4917E+32 1.6126E+33 9.5130E+33 3.4491E+33
11445 2.7190E+33 3.5484E+32 1.4833E+33 2.2708E+33 1.2558E+34 4.5453E+33
11446 2.7868E+33 4.4705E+32 1.8338E+33 2.6668E+33 1.4423E+34 5.2154E+33
11447 2.8427E+33 5.9569E+32 2.3454E+33 3.2096E+33 1.7071E+34 6.1653E+33
11448 2.8696E+33 7.8462E+32 2.9045E+33 3.7619E+33 1.9979E+34 7.2047E+33
11449 2.8769E+33 9.6609E+32 3.3526E+33 4.1671E+33 2.2435E+34 8.0771E+33
11450 5.9672E+35 4.8360E+34 3.0398E+34 2.3330E+35 7.7338E+35 2.7822E+35
11451 1.0902E+35 4.0357E+32 1.8070E+32 2.7903E+33 6.7569E+34 2.4926E+34
11452 2.0798E+35 1.4373E+33 6.8510E+32 9.7726E+33 1.3854E+35 5.0631E+34
11453 3.0244E+35 3.1421E+33 1.6209E+33 2.1556E+34 2.1698E+35 7.9058E+34
11454 3.8524E+35 5.4631E+33 3.0464E+33 3.7996E+34 2.9601E+35 1.0769E+35
11455 4.4373E+35 7.8485E+33 4.6563E+33 5.5153E+34 3.6004E+35 1.3087E+35
11456 5.1143E+35 1.2118E+34 7.8266E+33 8.5832E+34 4.4960E+35 1.6325E+35
11457 5.5288E+35 1.6675E+34 1.1497E+34 1.1743E+35 5.2321E+35 1.8980E+35
11458 5.8212E+35 2.3302E+34 1.6981E+34 1.5863E+35 6.0514E+35 2.1923E+35
11459 5.9466E+35 3.2381E+34 2.3748E+34 2.0185E+35 6.8694E+35 2.4839E+35
11460 2.0197E+35 1.7274E+35 9.5963E+34 2.8070E+35 6.3662E+35 2.2433E+35
11461 3.4937E+34 5.5538E+32 3.1820E+32 1.2505E+33 6.1640E+34 2.1844E+34
11462 1.1338E+34 1.3159E+34 3.0696E+33 1.3708E+34 2.3752E+34 8.2528E+33
11463 8.9395E+32 2.5351E+31 4.4052E+30 9.3776E+30 2.2887E+33 7.7860E+32
11464 6.8658E+34 2.2000E+33 1.3374E+33 4.8033E+33 1.2484E+35 4.3910E+34
11465 1.7181E+33 9.6291E+31 1.8608E+31 3.6096E+31 4.4805E+33 1.5334E+33
11466 9.6904E+34 4.6646E+33 2.9986E+33 1.0246E+34 1.8028E+35 6.3347E+34
11467 2.7760E+33 2.4139E+32 5.3228E+31 1.0466E+32 6.9625E+33 2.3945E+33
11468 3.8827E+33 4.4626E+32 1.0941E+32 2.3204E+32 9.0708E+33 3.1296E+33
11469 5.4367E+33 8.2645E+32 2.2586E+32 5.4704E+32 1.1484E+34 3.9745E+33
11470 1.3031E+35 9.5653E+33 6.5430E+33 2.1405E+34 2.4922E+35 8.7594E+34
11471 7.2182E+33 1.4435E+33 4.3050E+32 1.2224E+33 1.3865E+34 4.8119E+33
11472 9.1143E+33 2.5279E+33 8.0016E+32 2.7064E+33 1.6403E+34 5.7079E+33
11473 1.5612E+35 1.6065E+34 1.1470E+34 3.6434E+34 3.0796E+35 1.0831E+35
11474 1.0473E+34 4.1636E+33 1.3305E+33 5.2107E+33 1.8752E+34 6.5399E+33
11475 1.1200E+34 7.0093E+33 2.1122E+33 9.3417E+33 2.1182E+34 7.4002E+33
11476 1.7662E+35 2.5150E+34 1.8458E+34 5.7148E+34 3.6359E+35 1.2798E+35
11477 1.9516E+35 4.4314E+34 3.2659E+34 9.7980E+34 4.3827E+35 1.5444E+35
11478 2.0155E+35 7.3259E+34 5.1548E+34 1.5160E+35 5.0711E+35 1.7888E+35
11479 2.0196E+35 1.1014E+35 7.1765E+34 2.0982E+35 5.6894E+35 2.0085E+35
11480 6.4933E+31 2.8169E+33 1.8827E+34 6.7958E+32 2.3685E+34 8.1755E+33
11481 3.0619E+31 2.3711E+31 3.0145E+32 1.5198E+31 2.3258E+33 8.0617E+32
11482 5.1049E+31 1.0318E+32 1.2841E+33 5.4779E+31 4.6092E+33 1.5916E+33
11483 6.0360E+31 2.3452E+32 2.7092E+33 1.0372E+32 6.8948E+33 2.3800E+33
11484 6.4145E+31 4.3601E+32 4.5463E+33 1.6115E+32 9.4458E+33 3.2608E+33
11485 6.4832E+31 6.4601E+32 6.2017E+33 2.0917E+32 1.1738E+34 4.0521E+33
11486 6.4917E+31 8.8034E+32 7.8940E+33 2.5713E+32 1.4104E+34 4.8690E+33
11487 6.4930E+31 1.1473E+33 9.7020E+33 3.1223E+32 1.6368E+34 5.6515E+33
11488 6.4932E+31 1.4915E+33 1.1901E+34 3.8730E+32 1.8688E+34 6.4543E+33
11489 6.4933E+31 1.9784E+33 1.4805E+34 5.0352E+32 2.1057E+34 7.2757E+33
11490 9.3135E+32 1.0999E+34 7.9895E+33 8.1606E+33 2.2738E+34 7.9820E+33
11491 5.0820E+32 1.1565E+32 1.6004E+32 3.3827E+32 2.0497E+33 7.2797E+32
11492 7.4166E+32 4.2807E+32 5.8571E+32 9.2300E+32 4.1557E+33 1.4639E+33
11493 8.6381E+32 1.0200E+33 1.2999E+33 1.6836E+33 6.7442E+33 2.3712E+33
11494 9.0619E+32 1.6496E+33 1.9509E+33 2.2988E+33 8.7831E+33 3.0868E+33
11495 9.2619E+32 2.5791E+33 2.7762E+33 3.0440E+33 1.1148E+34 3.9175E+33
11496 9.3076E+32 3.7421E+33 3.6811E+33 3.8449E+33 1.3618E+34 4.7855E+33
11497 9.3121E+32 4.5980E+33 4.3009E+33 4.3979E+33 1.5258E+34 5.3620E+33
11498 9.3133E+32 6.1102E+33 5.3328E+33 5.3691E+33 1.7758E+34 6.2417E+33
11499 9.3135E+32 8.0049E+33 6.5275E+33 6.6054E+33 2.0206E+34 7.1043E+33
11500 5.3307E+35 1.4893E+35 3.6159E+35 1.8760E+35 6.7658E+35 2.3630E+35
11501 4.9777E+34 2.4860E+32 3.7285E+32 1.7821E+32 6.3710E+34 2.2212E+34
11502 9.0131E+34 1.0769E+33 1.5197E+33 5.9717E+32 1.2999E+35 4.5225E+34
11503 1.3158E+35 2.5783E+33 3.7392E+33 1.3470E+33 1.9966E+35 6.9536E+34
11504 1.6825E+35 4.4268E+33 6.7402E+33 2.3546E+33 2.5712E+35 8.9642E+34
11505 2.2559E+35 8.2165E+33 1.3720E+34 4.8051E+33 3.3447E+35 1.1678E+35
11506 2.7700E+35 1.2545E+34 2.2894E+34 8.2784E+33 3.9187E+35 1.3698E+35
11507 3.6217E+35 2.2106E+34 4.7008E+34 1.8534E+34 4.6953E+35 1.6439E+35
11508 4.4876E+35 3.7585E+34 9.4145E+34 4.1805E+34 5.3849E+35 1.8882E+35
11509 5.1216E+35 6.3543E+34 1.8038E+35 9.0517E+34 5.9951E+35 2.1047E+35
11510 6.3180E+33 2.2902E+33 2.1347E+34 6.6028E+33 2.4600E+34 8.8358E+33
11511 2.0919E+33 3.3498E+31 2.9819E+32 1.9782E+32 2.1869E+33 8.0214E+32
11512 3.5948E+33 1.1365E+32 1.1736E+33 6.6155E+32 4.5735E+33 1.6628E+33
11513 4.5323E+33 2.1582E+32 2.4217E+33 1.2113E+33 6.8127E+33 2.4705E+33
11514 5.2551E+33 3.6149E+32 4.2952E+33 1.9220E+33 9.3857E+33 3.3982E+33
11515 5.6726E+33 5.1246E+32 6.2499E+33 2.5837E+33 1.1610E+34 4.1997E+33
11516 5.9689E+33 7.0253E+32 8.6381E+33 3.3289E+33 1.3981E+34 5.0535E+33
11517 6.1701E+33 9.5977E+32 1.1646E+34 4.2088E+33 1.6646E+34 6.0124E+33
11518 6.2723E+33 1.2735E+33 1.4886E+34 5.1088E+33 1.9286E+34 6.9605E+33
11519 6.3105E+33 1.6462E+33 1.8087E+34 5.9438E+33 2.1800E+34 7.8591E+33
11520 1.2384E+35 5.8192E+33 9.7170E+33 2.1689E+34 8.0373E+35 2.8450E+35
11521 2.7360E+34 6.4414E+31 7.3357E+31 3.0904E+32 7.7746E+34 2.8283E+34
11522 4.6178E+34 1.9354E+32 2.2923E+32 8.9196E+32 1.4743E+35 5.3375E+34
11523 6.3973E+34 3.9318E+32 4.9626E+32 1.8233E+33 2.2371E+35 8.0806E+34
11524 8.2269E+34 7.0651E+32 9.7160E+32 3.3707E+33 3.1446E+35 1.1336E+35
11525 9.5550E+34 1.0433E+33 1.5544E+33 5.1406E+33 3.9168E+35 1.4097E+35
11526 1.0666E+35 1.4601E+33 2.3735E+33 7.4503E+33 4.6950E+35 1.6867E+35
11527 1.1464E+35 1.9353E+33 3.4226E+33 1.0165E+34 5.4179E+35 1.9427E+35
11528 1.2094E+35 2.6795E+33 5.1986E+33 1.4260E+34 6.3028E+35 2.2536E+35
11529 1.2345E+35 3.6502E+33 7.3307E+33 1.8473E+34 7.1326E+35 2.5418E+35
11530 1.8080E+35 8.9211E+33 8.4122E+34 3.2761E+34 7.9510E+35 2.8243E+35
11531 3.3781E+34 7.4305E+31 4.6944E+32 3.4799E+32 6.9780E+34 2.5536E+34
11532 1.8368E+33 3.1377E+32 1.5483E+33 9.6827E+32 2.5273E+34 8.9292E+33
11533 5.9452E+32 5.9239E+30 2.4301E+31 2.7377E+31 2.4505E+33 8.8648E+32
11534 9.4026E+32 1.5921E+31 7.5453E+31 7.7736E+31 4.5520E+33 1.6396E+33
11535 6.3877E+34 2.7505E+32 1.8260E+33 1.2246E+33 1.4550E+35 5.2910E+34
11536 1.2786E+33 3.3662E+31 1.8233E+32 1.7192E+32 7.3340E+33 2.6357E+33
11537 1.4648E+33 4.9927E+31 2.9097E+32 2.5919E+32 9.4235E+33 3.3825E+33
11538 1.6311E+33 7.3706E+31 4.5884E+32 3.8332E+32 1.2038E+34 4.3146E+33
11539 1.7327E+33 9.9881E+31 6.4547E+32 5.1036E+32 1.4506E+34 5.1917E+33
11540 8.9666E+34 5.6510E+32 4.0089E+33 2.5361E+33 2.1994E+35 7.9773E+34
11541 1.7954E+33 1.3239E+32 8.6618E+32 6.4887E+32 1.7145E+34 6.1254E+33
11542 1.1666E+35 1.0261E+33 7.9400E+33 4.7496E+33 3.0871E+35 1.1173E+35
11543 1.8241E+33 1.6863E+32 1.0846E+33 7.7432E+32 1.9653E+34 7.0065E+33
11544 1.8350E+33 2.1548E+32 1.3127E+33 8.8918E+32 2.2323E+34 7.9353E+33
11545 1.3660E+35 1.5273E+33 1.2807E+34 7.3188E+33 3.8450E+35 1.3891E+35
11546 1.5356E+35 2.1540E+33 1.9711E+34 1.0721E+34 4.6118E+35 1.6630E+35
11547 1.6828E+35 3.0604E+33 3.1064E+34 1.5825E+34 5.4885E+35 1.9744E+35
11548 1.7610E+35 4.0303E+33 4.4159E+34 2.1094E+34 6.2166E+35 2.2309E+35
11549 1.8015E+35 5.5390E+33 6.2943E+34 2.7669E+34 7.0461E+35 2.5201E+35
11550 2.9159E+33 7.5541E+32 4.0380E+33 2.7067E+33 2.5194E+34 8.9932E+33
11551 1.9580E+34 1.0966E+34 1.3998E+33 1.6364E+34 2.4602E+34 8.6932E+33
11552 9.8198E+32 1.2642E+31 6.3320E+31 8.8207E+31 2.2215E+33 8.1862E+32
11553 3.4735E+33 7.7977E+31 6.4217E+30 8.0151E+31 2.4244E+33 8.6217E+32
11554 1.6801E+33 4.2815E+31 2.4960E+32 3.0131E+32 4.6592E+33 1.6961E+33
11555 6.3489E+33 2.6245E+32 2.5609E+31 2.8797E+32 4.7299E+33 1.6756E+33
11556 2.1421E+33 8.3942E+31 5.3563E+32 5.7719E+32 7.0997E+33 2.5748E+33
11557 9.1492E+33 5.5979E+32 6.3171E+31 6.7855E+32 7.1872E+33 2.5464E+33
11558 1.1773E+34 9.7573E+32 1.2398E+32 1.3158E+33 9.6464E+33 3.4202E+33
11559 2.4869E+33 1.4240E+32 9.6511E+32 9.3469E+32 9.8942E+33 3.5801E+33
11560 2.6654E+33 1.9783E+32 1.3739E+33 1.2375E+33 1.2139E+34 4.3864E+33
11561 1.4007E+34 1.4895E+33 2.0701E+32 2.2170E+33 1.1901E+34 4.2232E+33
11562 2.7932E+33 2.7013E+32 1.8874E+33 1.5843E+33 1.4679E+34 5.2970E+33
11563 1.6251E+34 2.2855E+33 3.4412E+32 3.7852E+33 1.4484E+34 5.1449E+33
11564 2.8669E+33 3.5612E+32 2.4502E+33 1.9332E+33 1.7292E+34 6.2308E+33
11565 1.7789E+34 3.2155E+33 5.0714E+32 5.7639E+33 1.6708E+34 5.9402E+33
11566 2.8984E+33 4.3983E+32 2.9357E+33 2.2116E+33 1.9516E+34 7.0220E+33
11567 1.9024E+34 4.8078E+33 7.7332E+32 9.1916E+33 1.9440E+34 6.9175E+33
11568 2.9139E+33 5.6962E+32 3.5557E+33 2.5306E+33 2.2468E+34 8.0643E+33
11569 9.4007E+34 1.0806E+34 2.4427E+34 6.4719E+34 8.0390E+35 2.8916E+35
