Ct OIII SII NII OII Ha Hb
21188 3.1640E+37 2.5959E+36 8.1260E+35 1.0577E+37 4.7544E+38 1.6763E+38
21189 2.0181E+37 7.7793E+35 2.5713E+35 4.4634E+36 2.2534E+38 8.0835E+37
21190 1.9214E+37 1.2984E+36 5.1959E+35 9.6260E+36 3.1758E+38 1.1415E+38
21191 4.5599E+36 1.3046E+35 3.6789E+34 6.7153E+35 4.3695E+37 1.5680E+37
21192 2.3216E+37 9.6462E+35 3.2984E+35 5.5805E+36 2.6955E+38 9.6609E+37
21193 2.0512E+37 1.6150E+36 6.6329E+35 1.1593E+37 3.6938E+38 1.3256E+38
21194 7.7395E+36 2.2431E+35 6.3719E+34 1.1504E+36 7.4008E+37 2.6520E+37
21195 2.6358E+37 1.2466E+36 4.4802E+35 7.2600E+36 3.2780E+38 1.1729E+38
21196 1.8470E+37 5.8765E+35 5.5865E+34 3.0591E+36 1.8416E+38 6.5921E+37
21197 2.1095E+37 2.0237E+36 8.2873E+35 1.3520E+37 4.2203E+38 1.5110E+38
21198 1.4164E+37 4.3044E+35 1.2582E+35 2.2187E+36 1.3805E+38 4.9438E+37
21199 2.5632E+37 2.6299E+36 9.0475E+35 1.2816E+37 4.7251E+38 1.6779E+38
21200 2.7953E+37 1.5098E+36 5.6234E+35 8.7256E+36 3.7293E+38 1.3320E+38
21201 7.7410E+36 2.2432E+35 3.5834E+34 1.1506E+36 7.4006E+37 2.6519E+37
21202 1.0929E+37 4.3814E+35 4.5664E+34 2.7977E+36 1.2863E+38 4.6309E+37
21203 2.8783E+37 1.8818E+36 7.0947E+35 1.0378E+37 4.2247E+38 1.5048E+38
21204 1.8464E+37 5.8762E+35 1.7665E+35 3.0583E+36 1.8417E+38 6.5927E+37
21205 2.1843E+37 7.3251E+35 2.2663E+35 3.8522E+36 2.2374E+38 8.0041E+37
21206 1.4148E+37 4.3015E+35 7.0957E+34 2.2266E+36 1.3798E+38 4.9412E+37
21207 2.5086E+37 9.0319E+35 2.8968E+35 4.8089E+36 2.6645E+38 9.5232E+37
21208 3.1595E+37 2.5939E+36 8.1363E+35 1.0598E+37 4.7530E+38 1.6760E+38
21209 1.7104E+37 6.2483E+35 6.3563E+34 3.5588E+36 1.8575E+38 6.6672E+37
21210 2.8640E+37 1.1726E+36 3.9824E+35 6.3392E+36 3.2512E+38 1.1598E+38
21211 4.5543E+36 1.3035E+35 3.6898E+34 6.7391E+35 4.3660E+37 1.5668E+37
21212 3.1484E+37 2.5916E+36 8.1109E+36 1.0535E+37 4.7504E+38 1.6754E+38
21213 4.5430E+36 1.3031E+35 3.6744E+35 6.6878E+35 4.3729E+37 1.5698E+37
21214 7.7102E+36 2.2406E+35 6.3645E+35 1.1457E+36 7.4073E+37 2.6552E+37
21215 3.0352E+37 1.4017E+36 4.9566E+35 7.5866E+36 3.6658E+38 1.3053E+38
21216 7.7298E+36 2.2413E+35 6.3906E+34 1.1544E+36 7.3962E+37 2.6504E+37
21217 1.4109E+37 4.3002E+35 1.2570E+36 2.2100E+36 1.3818E+38 4.9499E+37
21218 1.8391E+37 5.8713E+35 1.7652E+36 3.0468E+36 1.8435E+38 6.6009E+37
21219 2.1755E+37 7.3201E+35 2.2653E+36 3.8387E+36 2.2394E+38 8.0138E+37
21220 2.4980E+37 9.0251E+35 2.8954E+36 4.7923E+36 2.6662E+38 9.5321E+37
21221 3.1488E+37 1.8133E+36 6.5710E+35 9.3945E+36 4.2305E+38 1.5012E+38
21222 1.4145E+37 4.3013E+35 1.2618E+35 2.2262E+36 1.3799E+38 4.9415E+37
21223 2.8507E+37 1.1713E+36 3.9788E+36 6.3156E+36 3.2513E+38 1.1602E+38
21224 3.0211E+37 1.4007E+36 4.9542E+36 7.5619E+36 3.6661E+38 1.3058E+38
21225 3.1334E+37 1.8113E+36 6.5629E+36 9.3601E+36 4.2287E+38 1.5010E+38
21226 1.8439E+37 5.8721E+35 1.7714E+35 3.0682E+36 1.8409E+38 6.5900E+37
21227 2.5618E+37 2.6294E+36 1.6085E+36 1.2811E+37 4.7248E+38 1.6778E+38
21228 1.6549E+37 2.7991E+36 1.0885E+37 1.6218E+37 4.7600E+38 1.6973E+38
21229 2.1480E+36 1.2929E+35 4.9554E+35 1.0665E+36 3.8990E+37 1.4270E+37
21230 4.7174E+36 2.9105E+35 1.1389E+36 2.3966E+36 8.1844E+37 2.9623E+37
21231 7.7340E+36 5.0502E+35 2.0303E+36 4.1400E+36 1.3538E+38 4.8859E+37
21232 9.9509E+36 6.8618E+35 2.8197E+36 5.6008E+36 1.7834E+38 6.4316E+37
21233 1.1633E+37 8.5104E+35 3.5613E+36 6.8992E+36 2.1490E+38 7.7460E+37
21234 2.1812E+37 7.3203E+35 2.2723E+35 3.8642E+36 2.2365E+38 8.0009E+37
21235 1.3392E+37 1.0703E+36 4.5748E+36 8.5629E+36 2.5962E+38 9.3518E+37
21236 2.1849E+37 7.3255E+35 7.1671E+34 3.8532E+36 2.2372E+38 8.0034E+37
21237 1.5305E+37 1.4436E+36 6.3327E+36 1.1166E+37 3.2574E+38 1.1719E+38
21238 1.6157E+37 1.7915E+36 7.9148E+36 1.3226E+37 3.7671E+38 1.3534E+38
21239 3.8820E+36 1.4730E+35 8.3093E+34 9.3881E+35 4.5739E+37 1.6567E+37
21240 1.6485E+37 2.1715E+36 9.4149E+36 1.4940E+37 4.2199E+38 1.5136E+38
21241 1.6672E+37 2.8070E+36 1.9422E+36 1.6328E+37 4.7632E+38 1.6980E+38
21242 3.8835E+36 1.4732E+35 4.6732E+34 9.3919E+35 4.5735E+37 1.6565E+37
21243 1.4229E+37 5.9400E+35 6.3419E+34 3.8101E+36 1.7067E+38 6.1402E+37
21244 2.5053E+37 9.0278E+35 2.9045E+35 4.8241E+36 2.6639E+38 9.5210E+37
21245 6.5718E+36 2.5287E+35 1.4441E+35 1.6101E+36 7.6568E+37 2.7620E+37
21246 1.4167E+37 4.3046E+35 7.0757E+34 2.2192E+36 1.3805E+38 4.9435E+37
21247 3.1626E+37 2.5954E+36 1.4448E+36 1.0573E+37 4.7540E+38 1.6762E+38
21248 2.1167E+37 2.6602E+36 1.7220E+36 1.4672E+37 4.7177E+38 1.6800E+38
21249 1.8442E+37 5.8723E+35 9.9613E+34 3.0687E+36 1.8409E+38 6.5896E+37
21250 2.0188E+37 7.7798E+35 8.1315E+34 4.4648E+36 2.2532E+38 8.0827E+37
21251 2.1587E+36 1.2949E+35 8.8274E+34 1.0722E+36 3.8939E+37 1.4250E+37
21252 2.8606E+37 1.1727E+36 3.9945E+35 6.3606E+36 3.2516E+38 1.1599E+38
21253 1.0921E+37 4.3806E+35 2.5674E+35 2.7955E+36 1.2866E+38 4.6320E+37
21254 3.1582E+37 2.5936E+36 1.4466E+36 1.0594E+37 4.7527E+38 1.6759E+38
21255 4.5581E+36 1.3044E+35 6.5413E+34 6.7123E+35 4.3699E+37 1.5682E+37
21256 2.5668E+36 1.1806E+35 7.1721E+34 9.0018E+35 3.6237E+37 1.3242E+37
21257 4.7423E+36 2.9148E+35 2.0288E+35 2.4101E+36 8.1722E+37 2.9574E+37
21258 2.5094E+37 9.0325E+35 9.1607E+34 4.8102E+36 2.6644E+38 9.5226E+37
21259 6.5743E+36 2.5290E+35 8.1216E+34 1.6108E+36 7.6559E+37 2.7617E+37
21260 2.8903E+37 2.6069E+36 1.5251E+36 1.1530E+37 4.7336E+38 1.6759E+38
21261 3.0313E+37 1.4019E+36 4.9703E+35 7.6102E+36 3.6662E+38 1.3055E+38
21262 1.4218E+37 5.9389E+35 3.5657E+35 3.8071E+36 1.7071E+38 6.1417E+37
21263 1.8218E+37 8.2123E+35 9.0951E+34 5.2960E+36 2.2742E+38 8.1745E+37
21264 4.5528E+36 1.3033E+35 6.5608E+34 6.7368E+35 4.3663E+37 1.5669E+37
21265 1.8468E+37 5.8764E+35 9.9341E+34 3.0588E+36 1.8417E+38 6.5924E+37
21266 7.7367E+36 2.2428E+35 1.1330E+35 1.1499E+36 7.4016E+37 2.6523E+37
21267 2.1816E+37 7.3205E+35 1.2778E+35 3.8648E+36 2.2364E+38 8.0005E+37
21268 5.6693E+36 2.6576E+35 1.6436E+35 2.0215E+36 7.7863E+37 2.8172E+37
21269 2.3224E+37 9.6469E+35 1.0431E+35 5.5822E+36 2.6953E+38 9.6601E+37
21270 7.7770E+36 5.0572E+35 3.6162E+35 4.1635E+36 1.3516E+38 4.8772E+37
21271 3.1602E+37 2.5948E+36 2.5684E+36 1.0566E+37 4.7534E+38 1.6761E+38
21272 3.1445E+37 1.8137E+36 6.5866E+35 9.4200E+36 4.2310E+38 1.5015E+38
21273 4.2478E+36 1.3919E+35 7.4376E+34 7.8358E+35 4.4714E+37 1.6124E+37
21274 2.5097E+37 2.6099E+36 2.8357E+37 1.2582E+37 4.7128E+38 1.6750E+38
21275 3.8265E+36 1.4666E+35 1.4704E+36 9.2405E+35 4.5915E+37 1.6643E+37
21276 2.8650E+37 1.1728E+36 1.2594E+35 6.3410E+36 3.2512E+38 1.1597E+38
21277 1.8204E+37 8.2111E+35 5.1140E+35 5.2921E+36 2.2747E+38 8.1766E+37
21278 6.4739E+36 2.5179E+35 2.5558E+36 1.5845E+36 7.6886E+37 2.7757E+37
21279 1.0751E+37 4.3631E+35 4.5462E+36 2.7512E+36 1.2923E+38 4.6563E+37
21280 7.7273E+36 2.2411E+35 1.1363E+35 1.1540E+36 7.3968E+37 2.6506E+37
21281 1.3992E+37 5.9174E+35 6.3178E+36 3.7482E+36 1.7148E+38 6.1744E+37
21282 1.7906E+37 8.1872E+35 9.0709E+36 5.2143E+36 2.2849E+38 8.2198E+37
21283 1.0925E+37 4.3810E+35 1.4439E+35 2.7967E+36 1.2865E+38 4.6314E+37
21284 2.0566E+37 1.0210E+36 1.1690E+37 6.5180E+36 2.7419E+38 9.8553E+37
21285 1.4159E+37 4.3041E+35 2.2372E+35 2.2179E+36 1.3807E+38 4.9444E+37
21286 2.2780E+37 1.2616E+36 1.4982E+37 8.0343E+36 3.2224E+38 1.1568E+38
21287 9.3721E+36 4.6053E+35 2.9258E+35 3.4979E+36 1.3033E+38 4.7027E+37
21288 2.4285E+37 1.5533E+36 1.9058E+37 9.7234E+36 3.7136E+38 1.3308E+38
21289 2.4972E+37 1.9143E+36 2.3646E+37 1.1378E+37 4.1922E+38 1.4988E+38
21290 2.0954E+37 1.0249E+36 1.1729E+35 6.6245E+36 2.7328E+38 9.8143E+37
21291 1.0008E+37 6.8705E+35 5.0214E+35 5.6324E+36 1.7805E+38 6.4198E+37
21292 4.5559E+36 1.3042E+35 1.1630E+35 6.7088E+35 4.3703E+37 1.5684E+37
21293 2.5058E+37 9.0281E+35 1.6334E+35 4.8248E+36 2.6638E+38 9.5206E+37
21294 2.1847E+37 7.3254E+35 1.2745E+35 3.8528E+36 2.2373E+38 8.0037E+37
21295 3.1557E+37 2.5928E+36 2.5716E+36 1.0588E+37 4.7519E+38 1.6757E+38
21296 2.6369E+37 1.2467E+36 1.4169E+35 7.2624E+36 3.2780E+38 1.1729E+38
21297 7.2020E+36 2.3911E+35 1.2905E+35 1.3436E+36 7.5253E+37 2.7063E+37
21298 4.9540E+37 4.1028E+36 4.0707E+35 1.6713E+37 4.7472E+38 1.6749E+38
21299 7.1470E+36 2.0648E+35 1.8483E+34 1.0622E+36 4.3740E+37 1.5709E+37
21300 1.2128E+37 3.5499E+35 3.2015E+34 1.8194E+36 7.4056E+37 2.6557E+37
21301 2.2187E+37 6.8118E+35 6.3225E+34 3.5087E+36 1.3809E+38 4.9485E+37
21302 2.8920E+37 9.2993E+35 8.8771E+34 4.8365E+36 1.8419E+38 6.5976E+37
21303 3.4210E+37 1.1593E+36 1.1389E+35 6.0924E+36 2.2372E+38 8.0086E+37
21304 2.0936E+37 1.0247E+36 6.5947E+35 6.6196E+36 2.7332E+38 9.8162E+37
21305 3.9295E+37 1.4300E+36 1.4562E+35 7.6088E+36 2.6645E+38 9.5291E+37
21306 4.4557E+37 1.8265E+36 1.9615E+35 9.8609E+36 3.2123E+38 1.1468E+38
21307 1.4141E+37 4.3010E+35 2.2436E+35 2.2255E+36 1.3800E+38 4.9420E+37
21308 4.7836E+37 2.2803E+36 2.5717E+35 1.2317E+37 3.7257E+38 1.3270E+38
21309 4.9312E+37 2.8787E+36 3.3057E+35 1.4883E+37 4.2319E+38 1.5027E+38
21310 3.0363E+37 1.4018E+36 1.5675E+35 7.5885E+36 3.6658E+38 1.3053E+38
21311 1.8457E+37 5.8757E+35 3.1411E+35 3.0572E+36 1.8419E+38 6.5935E+37
21312 3.1515E+37 2.5917E+36 4.5708E+36 1.0576E+37 4.7508E+38 1.6755E+38
21313 1.4224E+37 5.9395E+35 2.0053E+35 3.8087E+36 1.7069E+38 6.1409E+37
21314 1.1701E+37 8.5200E+35 6.3411E+35 6.9375E+36 2.1455E+38 7.7317E+37
21315 1.2146E+37 6.2464E+35 4.0639E+35 4.7444E+36 1.7263E+38 6.2230E+37
21316 3.7030E+37 4.1751E+36 4.6772E+35 2.1438E+37 4.7205E+38 1.6789E+38
21317 3.0360E+37 4.2876E+36 5.0718E+35 2.4084E+37 4.7251E+38 1.6849E+38
21318 2.1145E+37 2.6592E+36 3.0608E+36 1.4658E+37 4.7171E+38 1.6799E+38
21319 4.3822E+36 1.8183E+35 1.8947E+34 1.2498E+36 3.5950E+37 1.3096E+37
21320 2.5594E+37 2.6285E+36 2.8593E+36 1.2800E+37 4.7242E+38 1.6777E+38
21321 7.7326E+36 2.2425E+35 2.0144E+35 1.1493E+36 7.4024E+37 2.6528E+37
21322 3.7764E+36 1.9374E+35 2.1897E+34 1.5171E+36 3.7170E+37 1.3624E+37
21323 9.6903E+36 4.0926E+35 4.3364E+34 2.8067E+36 7.7432E+37 2.7971E+37
21324 8.3204E+36 4.3601E+35 5.0241E+34 3.4076E+36 7.9213E+37 2.8708E+37
21325 1.6062E+37 7.0903E+35 7.7139E+34 4.8659E+36 1.2976E+38 4.6771E+37
21326 1.3710E+37 7.5579E+35 8.9495E+34 5.8924E+36 1.3205E+38 4.7707E+37
21327 4.5499E+36 1.3031E+35 1.1665E+35 6.7320E+35 4.3669E+37 1.5672E+37
21328 2.0866E+37 9.6146E+35 1.0714E+35 6.6157E+36 1.7196E+38 6.1934E+37
21329 1.7718E+37 1.0257E+36 1.2431E+35 7.9841E+36 1.7458E+38 6.3008E+37
21330 1.3142E+37 4.5815E+35 2.5496E+35 2.5878E+36 1.3957E+38 5.0125E+37
21331 2.6626E+37 1.3298E+36 1.5355E+35 9.1649E+36 2.2886E+38 8.2357E+37
21332 2.8612E+37 1.1728E+36 2.2464E+35 6.3617E+36 3.2515E+38 1.1599E+38
21333 2.1105E+37 2.6573E+36 5.4383E+36 1.4632E+37 4.7161E+38 1.6797E+38
21334 2.2429E+37 1.4206E+36 1.7784E+35 1.0985E+37 2.3185E+38 8.3587E+37
21335 2.3239E+37 1.2678E+36 1.5050E+35 8.1714E+36 3.2171E+38 1.1539E+38
21336 3.0758E+37 1.6832E+36 2.0085E+35 1.1574E+37 2.7779E+38 9.9872E+37
21337 2.4082E+37 1.5951E+36 2.0234E+35 1.2276E+37 2.5515E+38 9.1949E+37
21338 3.3235E+37 1.9775E+36 2.4199E+35 1.3518E+37 3.1432E+38 1.1290E+38
21339 2.7788E+37 2.1510E+36 2.8279E+35 1.6162E+37 3.2136E+38 1.1564E+38
21340 2.5091E+37 9.0323E+35 1.6290E+35 4.8098E+36 2.6645E+38 9.5228E+37
21341 3.5907E+37 2.5330E+36 3.2072E+35 1.6856E+37 3.7291E+38 1.3369E+38
21342 2.9546E+37 2.6867E+36 3.5978E+35 1.9407E+37 3.7398E+38 1.3436E+38
21343 2.7964E+37 1.5098E+36 1.7783E+35 8.7279E+36 3.7292E+38 1.3319E+38
21344 3.6821E+37 3.0625E+36 3.8887E+35 1.9348E+37 4.1694E+38 1.4918E+38
21345 3.0220E+37 3.2561E+36 4.3226E+35 2.2056E+37 4.1898E+38 1.5024E+38
21346 3.1559E+37 2.5937E+36 4.5651E+36 1.0555E+37 4.7523E+38 1.6758E+38
21347 1.8433E+37 5.8717E+35 3.1498E+35 3.0672E+36 1.8411E+38 6.5906E+37
21348 1.6651E+37 2.8056E+36 3.4517E+36 1.6309E+37 4.7626E+38 1.6979E+38
21349 2.3217E+37 1.2675E+36 8.4609E+35 8.1647E+36 3.2173E+38 1.1540E+38
21350 2.1835E+37 7.3247E+35 4.0300E+35 3.8510E+36 2.2376E+38 8.0050E+37
21351 3.1499E+37 1.8134E+36 2.0781E+35 9.3971E+36 4.2306E+38 1.5013E+38
21352 2.5650E+36 1.1804E+35 1.2751E+35 8.9947E+35 3.6244E+37 1.3245E+37
21353 2.5551E+37 2.6269E+36 5.0811E+36 1.2781E+37 4.7231E+38 1.6774E+38
21354 1.5434E+37 8.6423E+35 5.8192E+35 6.5399E+36 2.2965E+38 8.2705E+37
21355 1.6614E+37 2.8034E+36 6.1323E+36 1.6277E+37 4.7617E+38 1.6977E+38
21356 1.8211E+37 8.2117E+35 2.8760E+35 5.2942E+36 2.2744E+38 8.1755E+37
21357 1.4151E+37 4.3035E+35 3.9779E+35 2.2167E+36 1.3808E+38 4.9453E+37
21358 1.3474E+37 1.0712E+36 8.1438E+35 8.6091E+36 2.5919E+38 9.3347E+37
21359 1.9789E+37 4.7111E+36 1.0670E+36 2.7891E+37 4.7547E+38 1.6999E+38
21360 4.5454E+36 1.3027E+35 2.0736E+35 6.7245E+35 4.3678E+37 1.5677E+37
21361 3.8795E+36 1.4727E+35 1.4773E+35 9.3813E+35 4.5748E+37 1.6571E+37
21362 2.7765E+36 2.2143E+35 5.1703E+34 1.9463E+36 4.0085E+37 1.4752E+37
21363 6.0565E+36 4.9866E+35 1.1911E+35 4.3716E+36 8.3458E+37 3.0300E+37
21364 9.8305E+36 8.6684E+35 2.1256E+35 7.5315E+36 1.3748E+38 4.9725E+37
21365 2.8757E+37 2.6022E+36 8.5587E+36 1.1481E+37 4.7300E+38 1.6750E+38
21366 7.7225E+36 2.2407E+35 2.0203E+35 1.1532E+36 7.3978E+37 2.6512E+37
21367 1.2541E+37 1.1806E+36 2.9519E+35 1.0158E+37 1.8078E+38 6.5315E+37
21368 2.5471E+37 2.6239E+36 9.0238E+36 1.2747E+37 4.7215E+38 1.6771E+38
21369 1.4544E+37 1.4678E+36 3.7242E+35 1.2470E+37 2.1758E+38 7.8561E+37
21370 1.6573E+37 1.8523E+36 4.7699E+35 1.5393E+37 2.6255E+38 9.4729E+37
21371 2.1035E+37 2.6541E+36 9.6568E+36 1.4589E+37 4.7144E+38 1.6793E+38
21372 3.0320E+37 1.4019E+36 2.7950E+35 7.6114E+36 3.6662E+38 1.3055E+38
21373 1.8532E+37 2.4584E+36 6.4015E+35 1.9524E+37 3.2398E+38 1.1676E+38
21374 1.9313E+37 2.9494E+36 7.6480E+35 2.2360E+37 3.6599E+38 1.3177E+38
21375 2.4763E+37 1.5522E+36 1.9031E+35 9.8415E+36 3.6979E+38 1.3241E+38
21376 2.8646E+37 1.1727E+36 2.2396E+35 6.3404E+36 3.2512E+38 1.1598E+38
21377 1.7092E+37 6.2473E+35 3.5739E+35 3.5564E+36 1.8578E+38 6.6687E+37
21378 1.9737E+37 3.7213E+36 9.3244E+35 2.5762E+37 4.2037E+38 1.5108E+38
21379 3.1440E+37 2.5896E+36 8.1209E+36 1.0556E+37 4.7489E+38 1.6750E+38
21380 2.5617E+36 1.1799E+35 2.2665E+35 8.9819E+35 3.6256E+37 1.3250E+37
21381 2.8795E+37 1.8820E+36 2.2438E+35 1.0381E+37 4.2248E+38 1.5048E+38
21382 4.5514E+36 1.3039E+35 2.0675E+35 6.7015E+35 4.3712E+37 1.5689E+37
21383 2.5336E+37 2.6188E+36 1.6010E+37 1.2687E+37 4.7183E+38 1.6763E+38
21384 2.1805E+37 7.3199E+35 4.0406E+35 3.8630E+36 2.2366E+38 8.0018E+37
21385 2.1569E+36 1.2945E+35 1.5693E+35 1.0713E+36 3.8948E+37 1.4253E+37
21386 2.4739E+37 1.5518E+36 1.0699E+36 9.8337E+36 3.6979E+38 1.3242E+38
21387 2.5076E+37 9.0313E+35 5.1510E+35 4.8075E+36 2.6647E+38 9.5240E+37
21388 5.6649E+36 2.6570E+35 2.9220E+35 2.0199E+36 7.7880E+37 2.8180E+37
21389 2.8618E+37 2.5977E+36 1.5188E+37 1.1433E+37 4.7265E+38 1.6742E+38
21390 3.1350E+37 2.5876E+36 1.4398E+37 1.0497E+37 4.7466E+38 1.6745E+38
21391 1.7757E+37 1.0941E+36 7.5984E+35 8.2100E+36 2.7868E+38 1.0027E+38
21392 1.6432E+37 2.7917E+36 1.9292E+37 1.6112E+37 4.7570E+38 1.6965E+38
21393 3.8748E+36 1.4722E+35 2.6260E+35 9.3689E+35 4.5762E+37 1.6577E+37
21394 2.0945E+37 1.0248E+36 3.7088E+35 6.6222E+36 2.7330E+38 9.8152E+37
21395 2.1537E+36 1.2940E+35 2.7892E+35 1.0695E+36 3.8963E+37 1.4260E+37
21396 3.1071E+37 2.5787E+36 2.5559E+37 1.0453E+37 4.7390E+38 1.6727E+38
21397 2.0910E+37 2.6484E+36 1.7128E+37 1.4511E+37 4.7114E+38 1.6785E+38
21398 7.7145E+36 2.2400E+35 3.5915E+35 1.1520E+36 7.3995E+37 2.6520E+37
21399 1.8447E+37 5.8750E+35 5.5852E+35 3.0555E+36 1.8422E+38 6.5947E+37
21400 2.0691E+37 2.6382E+36 3.0318E+37 1.4375E+37 4.7061E+38 1.6773E+38
21401 3.1306E+37 2.5855E+36 1.4416E+37 1.0518E+37 4.7452E+38 1.6741E+38
21402 1.5410E+37 1.4455E+36 1.1280E+36 1.1232E+37 3.2543E+38 1.1706E+38
21403 3.7001E+37 4.1738E+36 1.4785E+36 2.1422E+37 4.7200E+38 1.6788E+38
21404 6.5673E+36 2.5282E+35 2.5674E+35 1.6089E+36 7.6583E+37 2.7627E+37
21405 4.2323E+36 1.3904E+35 4.1774E+35 7.8043E+35 4.4753E+37 1.6143E+37
21406 4.3799E+36 1.8180E+35 5.9905E+34 1.2490E+36 3.5956E+37 1.3098E+37
21407 9.6848E+36 4.0919E+35 1.3710E+35 2.8050E+36 7.7444E+37 2.7976E+37
21408 2.5558E+36 1.1791E+35 4.0272E+35 8.9592E+35 3.6278E+37 1.3259E+37
21409 1.6052E+37 7.0892E+35 2.4390E+35 4.8631E+36 1.2978E+38 4.6780E+37
21410 1.4132E+37 4.3003E+35 3.9892E+35 2.2240E+36 1.3802E+38 4.9430E+37
21411 2.0854E+37 9.6133E+35 3.3876E+35 6.6119E+36 1.7199E+38 6.1947E+37
21412 2.0174E+37 7.7788E+35 4.5722E+35 4.4619E+36 2.2536E+38 8.0845E+37
21413 2.6609E+37 1.3297E+36 4.8550E+35 9.1597E+36 2.2890E+38 8.2374E+37
21414 3.8666E+36 1.4712E+35 4.6664E+35 9.3470E+35 4.5787E+37 1.6588E+37
21415 3.0738E+37 1.6830E+36 6.3509E+35 1.1568E+37 2.7784E+38 9.9892E+37
21416 3.3211E+37 1.9772E+36 7.6513E+35 1.3510E+37 3.1435E+38 1.1292E+38
21417 3.5881E+37 2.5328E+36 1.0141E+36 1.6846E+37 3.7294E+38 1.3371E+38
21418 3.1452E+37 1.8138E+36 3.7041E+35 9.4216E+36 4.2311E+38 1.5015E+38
21419 5.6572E+36 2.6560E+35 5.1940E+35 2.0170E+36 7.7911E+37 2.8192E+37
21420 3.6792E+37 3.0621E+36 1.2295E+36 1.9336E+37 4.1694E+38 1.4918E+38
21421 2.8372E+37 2.5896E+36 2.6909E+37 1.1347E+37 4.7201E+38 1.6727E+38
21422 4.9270E+37 4.0945E+36 4.0933E+35 1.6839E+37 4.7446E+38 1.6744E+38
21423 2.5509E+37 1.9217E+36 2.3766E+35 1.1568E+37 4.1916E+38 1.4973E+38
21424 1.6230E+37 2.7785E+36 3.4108E+37 1.5927E+37 4.7519E+38 1.6953E+38
21425 3.0359E+37 1.4018E+36 2.7874E+35 7.5879E+36 3.6658E+38 1.3053E+38
21426 4.5374E+36 1.3020E+35 3.6853E+35 6.7116E+35 4.3695E+37 1.5685E+37
21427 7.7247E+36 2.2418E+35 3.5811E+35 1.1480E+36 7.4041E+37 2.6536E+37
21428 2.5044E+37 9.0272E+35 5.1649E+35 4.8226E+36 2.6640E+38 9.5218E+37
21429 3.1115E+37 2.5807E+36 2.5528E+37 1.0432E+37 4.7404E+38 1.6730E+38
21430 1.9775E+37 4.7098E+36 1.8968E+36 2.7873E+37 4.7545E+38 1.6999E+38
21431 2.7753E+36 2.2140E+35 9.1927E+34 1.9453E+36 4.0090E+37 1.4754E+37
21432 6.0534E+36 4.9859E+35 2.1177E+35 4.3693E+36 8.3470E+37 3.0304E+37
21433 9.8253E+36 8.6674E+35 3.7793E+35 7.5274E+36 1.3750E+38 4.9734E+37
21434 2.8628E+37 1.1725E+36 7.0814E+35 6.3371E+36 3.2512E+38 1.1598E+38
21435 1.2534E+37 1.1805E+36 5.2485E+35 1.0153E+37 1.8081E+38 6.5326E+37
21436 1.4536E+37 1.4677E+36 6.6218E+35 1.2463E+37 2.1762E+38 7.8575E+37
21437 4.7382E+36 2.9140E+35 3.6068E+35 2.4078E+36 8.1742E+37 2.9583E+37
21438 1.9796E+37 4.7118E+36 6.0012E+35 2.7900E+37 4.7548E+38 1.7000E+38
21439 1.6563E+37 1.8521E+36 8.4813E+35 1.5385E+37 2.6259E+38 9.4745E+37
21440 3.8521E+36 1.4696E+35 8.2876E+35 9.3084E+35 4.5833E+37 1.6608E+37
21441 2.5484E+37 1.9212E+36 1.3360E+36 1.1559E+37 4.1914E+38 1.4973E+38
21442 1.8519E+37 2.4580E+36 1.1381E+36 1.9512E+37 3.2400E+38 1.1677E+38
21443 4.4982E+36 1.2986E+35 1.1621E+36 6.6478E+35 4.3779E+37 1.5727E+37
21444 1.9299E+37 2.9489E+36 1.3597E+36 2.2346E+37 3.6601E+38 1.3178E+38
21445 1.9723E+37 3.7199E+36 1.6575E+36 2.5744E+37 4.2033E+38 1.5107E+38
21446 2.5270E+36 1.1751E+35 1.2686E+36 8.8487E+35 3.6389E+37 1.3305E+37
21447 2.1379E+36 1.2912E+35 8.7975E+35 1.0610E+36 3.9039E+37 1.4290E+37
21448 4.5289E+36 1.3019E+35 6.5275E+35 6.6649E+35 4.3760E+37 1.5713E+37
21449 9.3646E+36 4.6044E+35 5.2017E+35 3.4951E+36 1.3036E+38 4.7040E+37
21450 4.2178E+36 1.3889E+35 7.4200E+35 7.7748E+35 4.4792E+37 1.6160E+37
21451 1.9204E+37 1.2983E+36 9.2387E+35 9.6215E+36 3.1760E+38 1.1416E+38
21452 4.4312E+37 4.1205E+36 4.3297E+35 1.8553E+37 4.7234E+38 1.6742E+38
21453 1.4117E+37 4.2991E+35 7.0921E+35 2.2216E+36 1.3805E+38 4.9446E+37
21454 6.5590E+36 2.5273E+35 4.5638E+35 1.6068E+36 7.6609E+37 2.7638E+37
21455 2.3229E+37 1.2677E+36 4.7585E+35 8.1682E+36 3.2172E+38 1.1540E+38
21456 4.9260E+37 4.0942E+36 7.2785E+35 1.6836E+37 4.7444E+38 1.6744E+38
21457 4.7307E+36 2.9127E+35 6.4106E+35 2.4038E+36 8.1779E+37 2.9597E+37
21458 2.1822E+37 7.3240E+35 7.1660E+35 3.8490E+36 2.2379E+38 8.0065E+37
21459 1.6271E+37 1.7936E+36 1.4098E+36 1.3304E+37 3.7643E+38 1.3522E+38
21460 4.5232E+36 1.3008E+35 6.5468E+35 6.6885E+35 4.3725E+37 1.5700E+37
21461 2.5454E+36 1.1777E+35 7.1515E+35 8.9192E+35 3.6318E+37 1.3276E+37
