Ct OIII SII NII OII Ha Hb
23111 3.2571E+33 3.4585E+31 1.0341E+31 6.1178E+31 3.3833E+34 1.1674E+34
23112 4.5354E+34 4.2859E+33 8.6858E+32 9.9799E+33 2.5088E+34 8.7285E+33
23113 4.6880E+33 7.2481E+31 2.9024E+31 1.6683E+32 4.7282E+34 1.6295E+34
23114 4.5393E+34 5.8231E+33 1.0406E+33 1.1008E+34 2.7037E+34 9.3599E+33
23115 5.7422E+33 1.3447E+32 7.1372E+31 3.6784E+32 6.1428E+34 2.1094E+34
23116 6.4101E+33 5.8684E+32 9.7747E+31 1.1080E+33 9.4626E+34 3.1960E+34
23117 4.5393E+34 6.3760E+33 1.0635E+33 1.1087E+34 2.7313E+34 9.4482E+33
23118 6.2830E+33 2.3707E+32 1.5239E+32 6.8674E+32 7.5552E+34 2.5797E+34
23119 4.5393E+34 6.4968E+33 1.0645E+33 1.1090E+34 2.7338E+34 9.4563E+33
23120 6.4054E+33 4.0386E+32 2.5567E+32 1.0091E+33 8.8484E+34 3.0008E+34
23121 6.4095E+33 5.4553E+32 3.0556E+32 1.1042E+33 9.4137E+34 3.1809E+34
23122 3.2816E+33 3.5049E+31 3.3291E+30 6.2328E+31 3.4038E+34 1.1744E+34
23123 6.4095E+33 5.8073E+32 3.0900E+32 1.1077E+33 9.4578E+34 3.1946E+34
23124 4.7126E+33 7.3419E+31 9.3486E+30 1.6969E+32 4.7552E+34 1.6387E+34
23125 5.6762E+33 1.2833E+32 2.1092E+31 3.4733E+32 6.0290E+34 2.0710E+34
23126 6.2898E+33 2.4002E+32 4.8892E+31 6.9475E+32 7.5862E+34 2.5899E+34
23127 6.4063E+33 4.0629E+32 8.1221E+31 1.0121E+33 8.8628E+34 3.0053E+34
23128 6.4101E+33 5.4814E+32 9.6774E+31 1.1049E+33 9.4195E+34 3.1825E+34
23129 6.4101E+33 5.8110E+32 9.7727E+31 1.1079E+33 9.4589E+34 3.1948E+34
23130 3.9371E+34 5.5980E+33 8.9799E+34 8.5072E+33 2.5652E+34 9.0850E+33
23131 4.3447E+34 6.2443E+33 3.2038E+34 1.0275E+34 2.6700E+34 9.3150E+33
23132 6.3797E+33 5.8388E+32 9.7249E+33 1.1001E+33 9.4184E+34 3.1850E+34
23133 2.6223E+34 5.4547E+32 6.6591E+33 9.5245E+32 1.1070E+34 3.9768E+33
23134 3.4075E+34 1.0993E+33 1.8317E+34 2.4074E+33 1.5255E+34 5.4673E+33
23135 3.2322E+33 3.4230E+31 3.2316E+32 6.0418E+31 3.3599E+34 1.1608E+34
23136 4.6581E+33 7.1858E+31 9.0821E+32 1.6495E+32 4.6996E+34 1.6215E+34
23137 5.7100E+33 1.3337E+32 2.2336E+33 3.6371E+32 6.1078E+34 2.0996E+34
23138 3.8361E+34 2.0573E+33 4.2058E+34 4.9349E+33 1.9642E+34 7.0162E+33
23139 6.2516E+33 2.3503E+32 4.7712E+33 6.7927E+32 7.5123E+34 2.5680E+34
23140 6.3753E+33 3.9877E+32 7.9945E+33 9.9811E+32 8.7901E+34 2.9848E+34
23141 2.9420E+34 6.2456E+32 2.5134E+33 1.1852E+33 1.1591E+34 4.1387E+33
23142 3.9320E+34 3.5257E+33 7.0675E+34 7.4541E+33 2.3384E+34 8.3156E+33
23143 6.3797E+33 5.4284E+32 9.6134E+33 1.0966E+33 9.3704E+34 3.1700E+34
23144 6.3797E+33 5.7803E+32 9.7228E+33 1.1000E+33 9.4146E+34 3.1838E+34
23145 3.7822E+34 1.2406E+33 6.7929E+33 2.9770E+33 1.5830E+34 5.6299E+33
23146 3.9371E+34 4.9345E+33 8.7259E+34 8.4232E+33 2.5314E+34 8.9713E+33
23147 4.4813E+34 6.4519E+33 1.0496E+34 1.0852E+34 2.7147E+34 9.4148E+33
23148 4.2481E+34 2.3740E+33 1.5784E+34 6.2237E+33 2.0520E+34 7.2506E+33
23149 3.9371E+34 5.4692E+33 8.9709E+34 8.5048E+33 2.5614E+34 9.0723E+33
23150 1.9943E+34 1.8407E+33 9.6950E+32 3.4598E+33 9.3696E+34 3.1721E+34
23151 4.3396E+34 3.9756E+33 2.5526E+34 9.0941E+33 2.4321E+34 8.5327E+33
23152 1.0188E+34 1.0901E+32 3.2745E+31 1.9288E+32 3.3625E+34 1.1642E+34
23153 3.9371E+34 5.5734E+33 8.9794E+34 8.5071E+33 2.5641E+34 9.0813E+33
23154 1.4635E+34 2.2886E+32 9.2203E+31 5.2551E+32 4.7001E+34 1.6249E+34
23155 1.7641E+34 4.0074E+32 2.0836E+32 1.0779E+33 5.9615E+34 2.0539E+34
23156 1.9570E+34 7.5390E+32 4.8596E+32 2.1702E+33 7.5144E+34 2.5722E+34
23157 4.3446E+34 5.5003E+33 3.1159E+34 1.0179E+34 2.6346E+34 9.1994E+33
23158 1.9931E+34 1.2685E+33 8.0264E+32 3.1524E+33 8.7641E+34 2.9794E+34
23159 1.9943E+34 1.7126E+33 9.5863E+32 3.4490E+33 9.3226E+34 3.1574E+34
23160 3.0471E+34 6.4898E+32 8.3469E+32 1.2617E+33 1.1752E+34 4.1849E+33
23161 1.9943E+34 1.8224E+33 9.6930E+32 3.4596E+33 9.3658E+34 3.1709E+34
23162 4.3447E+34 6.0927E+33 3.2005E+34 1.0272E+34 2.6664E+34 9.3029E+33
23163 3.9102E+34 1.2882E+33 2.2558E+33 3.1772E+33 1.6049E+34 5.6891E+33
23164 4.3447E+34 6.2107E+33 3.2035E+34 1.0275E+34 2.6690E+34 9.3114E+33
23165 4.3797E+34 2.4362E+33 5.1510E+33 6.5557E+33 2.0739E+34 7.2964E+33
23166 4.4764E+34 4.1373E+33 8.4201E+33 9.6538E+33 2.4751E+34 8.6357E+33
23167 4.4812E+34 5.7310E+33 1.0247E+34 1.0767E+34 2.6825E+34 9.3110E+33
23168 4.4813E+34 6.2919E+33 1.0486E+34 1.0849E+34 2.7111E+34 9.4029E+33
23169 4.4813E+34 6.4151E+33 1.0495E+34 1.0852E+34 2.7137E+34 9.4114E+33
23170 2.9530E+34 7.6632E+33 1.0407E+35 2.3947E+33 2.5654E+34 9.0527E+33
23171 1.6832E+34 5.5705E+32 4.9664E+33 1.6305E+32 1.0079E+34 3.5743E+33
23172 2.1452E+34 1.0178E+33 1.0946E+34 3.2662E+32 1.3498E+34 4.7783E+33
23173 2.5802E+34 1.7879E+33 2.3806E+34 6.5382E+32 1.7224E+34 6.0904E+33
23174 2.8542E+34 2.9266E+33 4.6410E+34 1.1887E+33 2.0813E+34 7.3527E+33
23175 2.9463E+34 4.7301E+33 7.8463E+34 1.9331E+33 2.3920E+34 8.4448E+33
23176 2.9530E+34 6.7236E+33 1.0041E+35 2.3498E+33 2.5378E+34 8.9568E+33
23177 2.9530E+34 7.5568E+33 1.0399E+35 2.3938E+33 2.5625E+34 9.0429E+33
23178 8.1390E+34 3.0045E+34 4.6082E+33 2.8363E+34 2.5366E+34 9.0475E+33
23179 3.5828E+34 1.3211E+33 1.4472E+32 7.3305E+32 1.1900E+34 4.2406E+33
23180 5.1889E+34 2.7987E+33 4.0186E+32 2.1547E+33 1.5368E+34 5.4791E+33
23181 6.8315E+34 5.7473E+33 1.0448E+33 6.1553E+33 1.8787E+34 6.7033E+33
23182 7.8580E+34 1.1212E+34 2.2467E+33 1.4531E+34 2.1773E+34 7.7736E+33
23183 8.1190E+34 1.9123E+34 3.6024E+33 2.3746E+34 2.3948E+34 8.5488E+33
23184 7.1936E+34 2.5446E+34 3.8347E+34 2.0830E+34 2.5358E+34 9.0430E+33
23185 8.1388E+34 2.6613E+34 4.4463E+33 2.7899E+34 2.5083E+34 8.9483E+33
23186 8.1390E+34 2.9675E+34 4.6039E+33 2.8355E+34 2.5330E+34 9.0352E+33
23187 3.2342E+34 1.1576E+33 1.2186E+33 5.8795E+32 1.1512E+34 4.1006E+33
23188 4.6485E+34 2.4353E+33 3.3378E+33 1.6636E+33 1.5034E+34 5.3558E+33
23189 5.9960E+34 4.7356E+33 8.1633E+33 4.3157E+33 1.8369E+34 6.5470E+33
23190 6.9237E+34 9.1757E+33 1.7878E+34 1.0159E+34 2.1552E+34 7.6864E+33
23191 7.1771E+34 1.6272E+34 3.0040E+34 1.7426E+34 2.3971E+34 8.5510E+33
23192 7.1933E+34 2.2592E+34 3.7047E+34 2.0497E+34 2.5080E+34 8.9452E+33
23193 7.1936E+34 2.5162E+34 3.8317E+34 2.0825E+34 2.5325E+34 9.0316E+33
23194 6.4082E+33 5.8647E+32 9.7701E+32 1.1072E+33 9.4590E+34 3.1952E+34
23195 3.2507E+33 3.4471E+31 3.2557E+31 6.0900E+31 3.3777E+34 1.1656E+34
23196 4.6468E+33 7.0954E+31 8.9022E+31 1.6223E+32 4.6833E+34 1.6143E+34
23197 5.7085E+33 1.3135E+32 2.1818E+32 3.5738E+32 6.0848E+34 2.0900E+34
23198 6.2785E+33 2.3556E+32 4.7827E+32 6.8243E+32 7.5380E+34 2.5743E+34
23199 6.4041E+33 4.0405E+32 8.0873E+32 1.0090E+33 8.8479E+34 3.0009E+34
23200 6.4082E+33 5.4564E+32 9.6609E+32 1.1038E+33 9.4117E+34 3.1804E+34
23201 6.4082E+33 5.8077E+32 9.7681E+32 1.1072E+33 9.4552E+34 3.1940E+34
23202 8.4555E+34 1.6043E+34 2.5757E+34 2.2541E+34 2.5265E+34 9.0030E+33
23203 4.8958E+34 1.1424E+33 1.3244E+33 1.4474E+33 1.0777E+34 3.9043E+33
23204 6.5969E+34 2.3034E+33 3.6002E+33 3.8661E+33 1.4437E+34 5.2219E+33
23205 7.8794E+34 4.3922E+33 8.6717E+33 9.0695E+33 1.8208E+34 6.5678E+33
23206 8.3736E+34 7.6134E+33 1.5902E+34 1.5956E+34 2.1522E+34 7.7295E+33
23207 1.9949E+34 1.8400E+33 3.0667E+32 3.4612E+33 9.3719E+34 3.1727E+34
23208 8.4534E+34 1.2107E+34 2.2925E+34 2.1283E+34 2.4214E+34 8.6498E+33
23209 8.4555E+34 1.4960E+34 2.5464E+34 2.2454E+34 2.5119E+34 8.9538E+33
23210 1.0189E+34 1.0899E+32 1.0351E+31 1.9281E+32 3.3628E+34 1.1642E+34
23211 8.4555E+34 1.5919E+34 2.5750E+34 2.2539E+34 2.5247E+34 8.9972E+33
23212 7.6496E+34 1.4276E+34 7.1340E+34 1.8150E+34 2.4899E+34 8.9296E+33
23213 8.7265E+34 1.6603E+34 8.4675E+33 2.4007E+34 2.5439E+34 9.0394E+33
23214 1.4187E+34 2.1218E+32 2.6154E+31 4.7565E+32 4.5458E+34 1.5719E+34
23215 1.7644E+34 4.0061E+32 6.5855E+31 1.0776E+33 5.9617E+34 2.0538E+34
23216 6.4004E+33 5.8585E+32 3.0858E+33 1.1054E+33 9.4482E+34 3.1924E+34
23217 1.9478E+34 7.1141E+32 1.4346E+32 2.0543E+33 7.3727E+34 2.5252E+34
23218 4.5220E+34 1.0539E+33 3.7781E+33 1.2487E+33 1.0660E+34 3.8610E+33
23219 5.0470E+34 1.1827E+33 4.3827E+32 1.5368E+33 1.0857E+34 3.9330E+33
23220 8.8135E+34 1.6780E+34 2.7098E+33 2.4473E+34 2.5500E+34 9.0522E+33
23221 1.9932E+34 1.2379E+33 2.4911E+32 3.1155E+33 8.7101E+34 2.9618E+34
23222 6.0452E+34 2.1162E+33 1.0180E+34 3.2400E+33 1.4377E+34 5.2008E+33
23223 6.8228E+34 2.4012E+33 1.2045E+33 4.1738E+33 1.4542E+34 5.2589E+33
23224 1.9949E+34 1.6907E+33 3.0192E+32 3.4457E+33 9.3106E+34 3.1535E+34
23225 5.6502E+34 9.4170E+33 1.4093E+35 8.4239E+33 2.4731E+34 8.8951E+33
23226 8.1585E+34 4.6312E+33 2.9318E+33 9.9341E+33 1.8374E+34 6.6215E+33
23227 7.1045E+34 3.8240E+33 2.2973E+34 7.0131E+33 1.7921E+34 6.4730E+33
23228 3.2473E+33 3.4434E+31 1.0286E+32 6.0840E+31 3.3742E+34 1.1647E+34
23229 1.9949E+34 1.8202E+33 3.0659E+32 3.4610E+33 9.3678E+34 3.1714E+34
23230 7.5882E+34 7.0088E+33 4.5185E+34 1.3084E+34 2.1558E+34 7.7672E+33
23231 1.9924E+34 1.8387E+33 3.0627E+33 3.4550E+33 9.3609E+34 3.1699E+34
23232 8.6452E+34 7.9461E+33 5.2788E+33 1.7169E+34 2.1657E+34 7.7644E+33
23233 4.6412E+33 7.0879E+31 2.8120E+32 1.6198E+32 4.6784E+34 1.6130E+34
23234 8.7243E+34 1.2507E+34 7.5322E+33 2.2668E+34 2.4354E+34 8.6779E+33
23235 7.6473E+34 1.0634E+34 6.2868E+34 1.7008E+34 2.3845E+34 8.5662E+33
23236 5.0758E+34 1.1861E+33 1.3901E+32 1.5487E+33 1.0843E+34 3.9280E+33
23237 5.7013E+33 1.3119E+32 6.8892E+32 3.5672E+32 6.0779E+34 2.0881E+34
23238 6.9281E+34 2.4644E+33 3.9484E+32 4.3546E+33 1.4645E+34 5.2952E+33
23239 8.7265E+34 1.5481E+34 8.3717E+33 2.3916E+34 2.5293E+34 8.9903E+33
23240 7.6496E+34 1.3397E+34 7.0643E+34 1.8089E+34 2.4771E+34 8.8853E+33
23241 1.9861E+34 1.8329E+33 9.6511E+33 3.4379E+33 9.3325E+34 3.1629E+34
23242 3.6335E+34 8.4880E+32 9.1018E+33 8.3673E+32 1.0388E+34 3.7579E+33
23243 6.2706E+33 2.3514E+32 1.5092E+33 6.8079E+32 7.5280E+34 2.5715E+34
23244 6.0012E+34 5.6818E+33 9.4649E+32 1.0539E+34 9.1216E+34 3.1089E+34
23245 8.1333E+34 4.3687E+33 8.6172E+32 9.3354E+33 1.7977E+34 6.4800E+33
23246 7.6496E+34 1.4184E+34 7.1327E+34 1.8149E+34 2.4882E+34 8.9238E+33
23247 8.7265E+34 1.6461E+34 8.4649E+33 2.4005E+34 2.5421E+34 9.0333E+33
23248 1.0109E+34 1.0759E+32 1.0178E+32 1.8946E+32 3.3411E+34 1.1571E+34
23249 4.6678E+34 1.6171E+33 2.2590E+34 1.8870E+33 1.4119E+34 5.0993E+33
23250 6.3965E+33 4.0414E+32 2.5567E+33 1.0079E+33 8.8409E+34 2.9992E+34
23251 8.7364E+34 8.1312E+33 1.7097E+33 1.7695E+34 2.1764E+34 7.7968E+33
23252 1.4555E+34 2.2610E+32 2.8664E+32 5.1719E+32 4.6729E+34 1.6160E+34
23253 5.3530E+34 2.8321E+33 4.9464E+34 3.6975E+33 1.7994E+34 6.4893E+33
23254 1.9661E+34 1.8127E+33 3.0182E+34 3.3845E+33 9.2458E+34 3.1416E+34
23255 6.4004E+33 5.4516E+32 3.0515E+33 1.1019E+33 9.4011E+34 3.1777E+34
23256 8.8109E+34 1.2476E+34 2.3910E+33 2.2995E+34 2.4335E+34 8.6650E+33
23257 1.7582E+34 3.9664E+32 6.4932E+32 1.0641E+33 5.9340E+34 2.0450E+34
23258 1.0376E+34 1.1289E+32 3.4397E+32 2.0282E+32 3.4111E+34 1.1823E+34
23259 5.6157E+34 4.7892E+33 9.0741E+34 6.1706E+33 2.1629E+34 7.7904E+33
23260 8.8135E+34 1.5581E+34 2.6760E+33 2.4370E+34 2.5342E+34 8.9991E+33
23261 6.4004E+33 5.8016E+32 3.0852E+33 1.1053E+33 9.4444E+34 3.1912E+34
23262 2.9920E+34 3.1837E+32 2.9916E+31 5.4674E+32 3.2139E+34 1.1235E+34
23263 1.9531E+34 7.4351E+32 1.5120E+33 2.1411E+33 7.4760E+34 2.5600E+34
23264 1.4355E+34 2.1962E+32 8.7049E+32 4.9774E+32 4.6073E+34 1.5946E+34
23265 5.6495E+34 7.3594E+33 1.2782E+35 8.0229E+33 2.3956E+34 8.6207E+33
23266 8.8135E+34 1.6635E+34 2.7090E+33 2.4471E+34 2.5482E+34 9.0461E+33
23267 4.3239E+34 6.7259E+32 8.4647E+31 1.4966E+33 4.4981E+34 1.5694E+34
23268 1.9910E+34 1.2487E+33 2.5069E+33 3.1252E+33 8.7224E+34 2.9665E+34
23269 1.7735E+34 4.1444E+32 2.1900E+33 1.1221E+33 6.0305E+34 2.0789E+34
23270 9.9846E+33 1.0626E+32 1.0065E+33 1.8702E+32 3.3064E+34 1.1489E+34
23271 5.9172E+34 5.6010E+33 2.9474E+34 1.0311E+34 9.0175E+34 3.0838E+34
23272 5.2537E+34 1.1884E+33 1.9322E+32 3.1127E+33 5.7235E+34 1.9890E+34
23273 5.6502E+34 8.9293E+33 1.3997E+35 8.4032E+33 2.4628E+34 8.8594E+33
23274 1.9924E+34 1.7097E+33 3.0276E+33 3.4439E+33 9.3131E+34 3.1550E+34
23275 1.9457E+34 7.3549E+32 4.7211E+33 2.1150E+33 7.4361E+34 2.5485E+34
23276 7.8951E+34 2.8879E+34 1.3946E+34 2.6346E+34 2.5358E+34 9.0455E+33
23277 5.9952E+34 5.6771E+33 2.9899E+33 1.0523E+34 9.1141E+34 3.1071E+34
23278 1.3938E+34 2.0773E+32 2.5518E+33 4.6241E+32 4.4780E+34 1.5536E+34
23279 5.8410E+34 2.1280E+33 4.2696E+32 6.0463E+33 7.1033E+34 2.4526E+34
23280 5.6502E+34 9.3715E+33 1.4092E+35 8.4236E+33 2.4716E+34 8.8901E+33
23281 1.9924E+34 1.8204E+33 3.0620E+33 3.4548E+33 9.3570E+34 3.1687E+34
23282 1.9848E+34 1.2558E+33 7.9534E+33 3.1232E+33 8.7167E+34 2.9666E+34
23283 1.7366E+34 3.9337E+32 6.4414E+33 1.0492E+33 5.8805E+34 2.0323E+34
23284 5.7399E+34 5.4237E+33 9.0030E+34 9.8106E+33 8.8144E+34 3.0355E+34
23285 5.9962E+34 3.8181E+33 7.6790E+32 9.4703E+33 8.4735E+34 2.9018E+34
23286 5.5370E+34 1.7478E+34 8.0406E+34 1.0474E+34 2.5449E+34 9.0506E+33
23287 1.9861E+34 1.7054E+33 9.5426E+33 3.4271E+33 9.2857E+34 3.1482E+34
23288 1.9185E+34 6.9717E+32 1.4010E+34 1.9968E+33 7.2667E+34 2.4973E+34
23289 1.6172E+35 1.6689E+34 2.7781E+33 2.9598E+34 8.5748E+34 2.9743E+34
23290 5.9753E+34 5.6578E+33 9.4218E+33 1.0470E+34 9.0894E+34 3.1011E+34
23291 2.9914E+34 3.2188E+32 9.6516E+32 5.5653E+32 3.2214E+34 1.1294E+34
23292 6.0012E+34 5.2196E+33 9.3152E+32 1.0490E+34 9.0609E+34 3.0898E+34
23293 1.9644E+34 1.2166E+33 2.4455E+34 3.0415E+33 8.5890E+34 2.9312E+34
23294 1.9861E+34 1.8148E+33 9.6490E+33 3.4377E+33 9.3287E+34 3.1617E+34
23295 3.5248E+34 1.3006E+33 4.4865E+32 7.1024E+32 1.1881E+34 4.2334E+33
23296 8.2604E+33 5.0255E+31 1.2355E+31 7.6830E+31 9.2610E+34 3.2030E+34
23297 1.2685E+34 1.0054E+32 3.0073E+31 1.9921E+32 1.2497E+35 4.3213E+34
23298 1.7044E+34 1.9094E+32 7.1627E+31 4.4626E+32 1.6366E+35 5.6488E+34
23299 2.0102E+34 3.1816E+32 1.4853E+32 8.3094E+32 1.9922E+35 6.8524E+34
23300 1.6121E+35 1.6635E+34 8.7545E+33 2.9445E+34 8.5590E+34 2.9706E+34
23301 4.1744E+34 6.3159E+32 2.4586E+33 1.3757E+33 4.3615E+34 1.5261E+34
23302 3.0515E+34 3.2999E+32 9.9322E+31 5.7458E+32 3.2656E+34 1.1418E+34
23303 6.0012E+34 5.6214E+33 9.4625E+32 1.0538E+34 9.1175E+34 3.1076E+34
23304 2.2378E+34 5.8578E+32 3.4851E+32 1.6498E+33 2.4323E+35 8.3160E+34
23305 1.9661E+34 1.6650E+33 2.9705E+34 3.3690E+33 9.1846E+34 3.1223E+34
23306 2.2946E+34 1.0229E+33 6.3732E+32 2.5946E+33 2.8145E+35 9.5581E+34
23307 2.0776E+35 2.4624E+34 3.7543E+35 2.3889E+34 7.7762E+34 2.8012E+34
23308 2.2967E+34 1.4308E+33 7.9188E+32 2.9088E+33 2.9902E+35 1.0117E+35
23309 9.6157E+34 1.1842E+33 1.0103E+34 1.0728E+33 2.7798E+34 1.0077E+34
23310 1.3457E+35 2.3883E+33 2.5185E+34 2.5011E+33 3.7944E+34 1.3733E+34
23311 1.7119E+35 4.4961E+33 6.0024E+34 5.4581E+33 4.8914E+34 1.7682E+34
23312 1.9430E+35 7.3706E+33 1.1955E+35 9.8610E+33 5.8457E+34 2.1111E+34
23313 2.0634E+35 1.2903E+34 2.3732E+35 1.7338E+34 6.9299E+34 2.4997E+34
23314 5.0835E+34 2.7461E+33 1.2396E+33 2.0654E+33 1.5364E+34 5.4766E+33
23315 2.0775E+35 2.0272E+34 3.4712E+35 2.3041E+34 7.6112E+34 2.7429E+34
23316 2.0776E+35 2.4126E+34 3.7483E+35 2.3877E+34 7.7657E+34 2.7976E+34
23317 1.5972E+35 1.6474E+34 2.7388E+34 2.8981E+34 8.5139E+34 2.9604E+34
23318 5.2142E+34 1.2037E+33 6.2471E+33 3.1477E+33 5.7293E+34 1.9958E+34
23319 4.3324E+34 6.7676E+32 2.7019E+32 1.5092E+33 4.5094E+34 1.5735E+34
23320 2.8370E+34 3.0051E+32 2.8102E+33 5.0781E+32 3.1149E+34 1.0982E+34
23321 1.9661E+34 1.7929E+33 3.0174E+34 3.3843E+33 9.2416E+34 3.1403E+34
23322 2.7526E+34 9.8037E+32 3.1293E+33 4.2983E+32 1.1236E+34 3.9977E+33
23323 7.7608E+34 8.5076E+32 7.9110E+31 1.3383E+33 3.0089E+34 1.0752E+34
23324 2.9808E+34 3.1737E+32 2.9840E+32 5.4493E+32 3.2063E+34 1.1218E+34
23325 6.6211E+34 5.4983E+33 3.1236E+33 5.6652E+33 1.8705E+34 6.6725E+33
23326 8.1367E+33 4.9186E+31 3.8040E+31 7.4477E+31 9.1745E+34 3.1734E+34
23327 1.2657E+34 1.0013E+32 9.4608E+31 1.9820E+32 1.2472E+35 4.3133E+34
23328 1.6900E+34 1.8692E+32 2.1990E+32 4.3469E+32 1.6222E+35 5.6001E+34
23329 1.9991E+34 3.1174E+32 4.5611E+32 8.1092E+32 1.9771E+35 6.8022E+34
23330 1.4184E+35 1.4395E+34 2.3564E+35 2.3122E+34 8.0768E+34 2.8633E+34
23331 5.7726E+34 2.1518E+33 1.3692E+34 6.0592E+33 7.0899E+34 2.4543E+34
23332 2.2355E+34 5.8164E+32 1.0921E+33 1.6376E+33 2.4265E+35 8.2978E+34
23333 5.2528E+34 1.1910E+33 6.1320E+32 3.1208E+33 5.7270E+34 1.9905E+34
23334 8.1329E+33 4.9164E+31 1.2030E+32 7.4552E+31 9.1653E+34 3.1715E+34
23335 1.5518E+35 1.5967E+34 8.3678E+34 2.7541E+34 8.3840E+34 2.9311E+34
23336 2.2940E+34 1.0358E+33 2.0366E+33 2.6117E+33 2.8217E+35 9.5820E+34
23337 1.2658E+34 1.0024E+32 2.9976E+32 1.9859E+32 1.2469E+35 4.3135E+34
23338 2.2958E+34 1.4313E+33 2.5035E+33 2.9071E+33 2.9891E+35 1.0114E+35
23339 1.6911E+34 1.8753E+32 6.9890E+32 4.3650E+32 1.6232E+35 5.6050E+34
23340 2.0281E+34 3.3090E+32 1.5730E+33 8.7071E+32 2.0186E+35 6.9431E+34
23341 1.1152E+35 1.7692E+33 2.1758E+32 3.5571E+33 4.1480E+34 1.4786E+34
23342 4.1202E+34 6.4090E+32 8.0107E+33 1.3942E+33 4.3718E+34 1.5372E+34
23343 2.2316E+34 5.7710E+32 3.4192E+33 1.6239E+33 2.4190E+35 8.2747E+34
23344 2.2913E+34 1.0186E+33 6.3476E+33 2.5849E+33 2.8083E+35 9.5409E+34
23345 2.2934E+34 1.4280E+33 7.9047E+33 2.9025E+33 2.9853E+35 1.0104E+35
23346 4.3077E+34 6.7095E+32 8.4482E+32 1.4913E+33 4.4885E+34 1.5673E+34
23347 3.8147E+34 1.9828E+33 8.0794E+33 1.0990E+33 1.4787E+34 5.2591E+33
23348 7.6317E+34 1.0862E+34 6.8398E+33 1.3576E+34 2.1796E+34 7.7802E+33
23349 5.9120E+34 3.7461E+33 2.3811E+34 9.2396E+33 8.3690E+34 2.8754E+34
23350 7.8365E+34 8.6838E+32 2.5738E+32 1.3759E+33 3.0375E+34 1.0857E+34
23351 5.8475E+34 2.1735E+33 1.3853E+33 6.1695E+33 7.1506E+34 2.4687E+34
23352 5.0157E+34 1.1349E+33 1.8275E+34 2.8929E+33 5.5612E+34 1.9478E+34
23353 1.3769E+35 3.1704E+33 5.0292E+32 7.5988E+33 5.2690E+34 1.8699E+34
23354 5.2332E+34 1.1858E+33 1.9285E+33 3.1003E+33 5.7110E+34 1.9862E+34
23355 4.7104E+34 3.5404E+33 1.7795E+34 2.4315E+33 1.8010E+34 6.4050E+33
23356 7.8747E+34 1.8236E+34 1.0833E+34 2.1910E+34 2.3917E+34 8.5372E+33
23357 5.9905E+34 3.8386E+33 2.4378E+33 9.4873E+33 8.4810E+34 2.9047E+34
23358 5.9172E+34 5.1457E+33 2.9004E+34 1.0263E+34 8.9573E+34 3.0647E+34
23359 1.0960E+35 1.7078E+33 6.5484E+32 3.3917E+33 4.0866E+34 1.4575E+34
23360 7.4513E+34 8.0055E+32 7.3160E+32 1.2310E+33 2.9341E+34 1.0499E+34
23361 5.5796E+34 2.0167E+33 4.0041E+34 5.5678E+33 6.8724E+34 2.3938E+34
23362 1.5494E+35 5.5158E+33 1.0776E+33 1.4707E+34 6.4466E+34 2.2728E+34
23363 5.3613E+34 6.6095E+33 3.8422E+34 5.3351E+33 2.1501E+34 7.6474E+33
23364 5.8171E+34 2.1246E+33 4.2621E+33 6.0210E+33 7.0867E+34 2.4490E+34
23365 7.8949E+34 2.5584E+34 1.3457E+34 2.5914E+34 2.5075E+34 8.9462E+33
23366 1.3855E+35 3.2672E+33 1.6615E+33 7.8837E+33 5.3309E+34 1.8919E+34
23367 5.7338E+34 3.5668E+33 7.1671E+34 8.7047E+33 8.1502E+34 2.8196E+34
23368 2.7939E+35 7.5605E+34 1.1754E+34 7.3873E+34 8.0036E+34 2.8546E+34
23369 1.0931E+35 1.7203E+33 2.0967E+33 3.4145E+33 4.1035E+34 1.4647E+34
23370 5.9952E+34 5.2426E+33 2.9481E+33 1.0481E+34 9.0594E+34 3.0898E+34
23371 5.9172E+34 5.5433E+33 2.9466E+34 1.0310E+34 9.0135E+34 3.0825E+34
23372 6.8263E+34 7.5430E+32 6.9362E+33 1.1145E+33 2.9326E+34 1.0574E+34
23373 8.7271E+34 1.7496E+33 1.5552E+32 8.4039E+32 3.3695E+34 1.2005E+34
23374 1.3585E+35 4.0486E+33 4.5001E+32 2.4638E+33 4.4640E+34 1.5906E+34
23375 1.8852E+35 8.2519E+33 1.1595E+33 6.6123E+33 5.4464E+34 1.9418E+34
23376 2.3976E+35 1.6338E+34 2.8417E+33 1.7349E+34 6.3641E+34 2.2707E+34
23377 2.7271E+35 3.2591E+34 6.2932E+33 4.1743E+34 7.1989E+34 2.5699E+34
23378 7.2059E+34 7.7281E+32 2.2235E+33 1.1703E+33 2.9050E+34 1.0421E+34
23379 2.7918E+35 5.5849E+34 1.0075E+34 6.6913E+34 7.7717E+34 2.7733E+34
23380 1.6134E+35 1.0025E+34 2.0506E+33 2.4802E+34 7.7355E+34 2.7024E+34
23381 2.7938E+35 7.3121E+34 1.1691E+34 7.3738E+34 7.9845E+34 2.8480E+34
23382 5.9704E+34 3.8080E+33 7.6523E+33 9.4153E+33 8.4478E+34 2.8957E+34
23383 5.5251E+34 1.1122E+34 6.2659E+34 8.7153E+33 2.3990E+34 8.5334E+33
23384 7.8951E+34 2.8521E+34 1.3933E+34 2.6339E+34 2.5322E+34 9.0331E+33
