Ct OIII SII NII OII Ha Hb
1945 1.6265E+33 2.1507E+32 6.2274E+32 2.0432E+33 1.1541E+35 4.1762E+34
1946 6.6796E+34 2.0232E+33 8.7177E+34 1.7155E+34 1.5711E+35 5.5784E+34
1947 4.3151E+34 2.5727E+33 3.2487E+35 2.5166E+34 3.0273E+35 1.0915E+35
1948 1.4857E+33 3.3978E+31 1.3156E+32 6.1548E+32 3.5834E+34 1.3076E+34
1949 1.6230E+33 5.2295E+31 1.9816E+32 8.3964E+32 4.7979E+34 1.7491E+34
1950 1.6265E+33 7.1268E+31 2.6647E+32 1.0448E+33 5.7735E+34 2.1036E+34
1951 1.6265E+33 9.3138E+31 3.4049E+32 1.2651E+33 6.8309E+34 2.4874E+34
1952 1.6265E+33 1.1914E+32 4.2104E+32 1.5018E+33 8.0154E+34 2.9165E+34
1953 1.6265E+33 1.4464E+32 4.9177E+32 1.7057E+33 9.1028E+34 3.3094E+34
1954 1.6265E+33 1.7667E+32 5.6681E+32 1.9134E+33 1.0360E+35 3.7615E+34
1955 5.3561E+34 5.0892E+33 1.9817E+35 5.7506E+34 3.3137E+35 1.2015E+35
1956 5.9678E+34 6.0867E+33 2.4819E+34 8.0404E+34 3.2811E+35 1.1919E+35
1957 8.3528E+34 4.4761E+33 6.3817E+34 3.5605E+34 1.9790E+35 7.0441E+34
1958 5.1903E+32 6.7475E+31 1.9481E+34 6.3740E+32 1.1536E+35 4.1748E+34
1959 3.9861E+34 1.0407E+33 1.5733E+35 6.7640E+33 1.5208E+35 5.3614E+34
1960 6.7034E+34 2.9712E+33 1.3205E+35 2.0109E+34 1.9408E+35 6.8799E+34
1961 4.3151E+34 3.4972E+33 3.9956E+35 2.9737E+34 3.3894E+35 1.2218E+35
1962 1.6201E+33 2.1471E+32 1.9644E+33 2.0350E+33 1.1540E+35 4.1759E+34
1963 8.3528E+34 6.2423E+33 8.8122E+34 4.3106E+34 2.3021E+35 8.1907E+34
1964 3.9919E+34 1.4753E+33 2.2224E+35 7.4410E+33 1.9370E+35 6.8103E+34
1965 6.7034E+34 4.2948E+33 1.8632E+35 2.3489E+34 2.3687E+35 8.3855E+34
1966 4.9808E+32 1.0850E+31 1.3431E+32 2.0490E+32 3.5370E+34 1.2905E+34
1967 4.0624E+34 2.1155E+33 2.6182E+33 1.4051E+34 1.2955E+35 4.5528E+34
1968 4.9647E+32 1.0845E+31 4.2429E+32 2.0432E+32 3.5398E+34 1.2915E+34
1969 8.3528E+34 9.4436E+33 1.2537E+35 5.5313E+34 2.7570E+35 9.8070E+34
1970 4.9122E+32 1.0826E+31 1.3367E+33 2.0232E+32 3.5498E+34 1.2952E+34
1971 5.4719E+32 1.6681E+31 2.0217E+32 2.7951E+32 4.7456E+34 1.7298E+34
1972 6.7034E+34 5.7780E+33 2.3802E+35 2.6924E+34 2.7414E+35 9.6987E+34
1973 3.9919E+34 2.0503E+33 2.9413E+35 8.1631E+33 2.3873E+35 8.3778E+34
1974 3.9854E+34 4.2732E+34 1.0788E+35 8.2904E+34 3.8838E+35 1.3638E+35
1975 5.4552E+32 1.6925E+31 6.4765E+32 2.8145E+32 4.7929E+34 1.7470E+34
1976 4.1325E+34 4.3848E+33 5.8349E+33 2.2553E+34 1.7476E+35 6.1409E+34
1977 3.9244E+34 2.0151E+33 7.9580E+33 1.3022E+34 1.2897E+35 4.5305E+34
1978 1.6002E+33 2.1329E+32 6.1540E+33 2.0057E+33 1.1534E+35 4.1741E+34
1979 3.5734E+34 3.1331E+34 2.4697E+35 4.8880E+34 3.9065E+35 1.3671E+35
1980 8.3528E+34 1.3195E+34 1.6151E+35 6.8358E+34 3.1417E+35 1.1176E+35
1981 3.9847E+34 3.9661E+33 1.6736E+34 1.9843E+34 1.7259E+35 6.0607E+34
1982 3.9854E+34 6.1017E+33 2.6700E+34 2.4643E+34 2.0858E+35 7.3213E+34
1983 6.7034E+34 7.9133E+33 3.0102E+35 3.1542E+34 3.1383E+35 1.1099E+35
1984 1.5395E+33 2.0931E+32 1.8923E+34 1.9192E+33 1.1525E+35 4.1721E+34
1985 5.4887E+32 2.3560E+31 2.8117E+32 3.5598E+32 5.8390E+34 2.1269E+34
1986 5.3876E+32 1.6824E+31 2.0314E+33 2.7758E+32 4.7935E+34 1.7473E+34
1987 3.9854E+34 9.3300E+33 3.9376E+34 3.1054E+34 2.5062E+35 8.7951E+34
1988 1.4651E+33 3.3893E+31 1.3089E+33 6.0749E+32 3.5958E+34 1.3121E+34
1989 4.7469E+32 1.0748E+31 4.1699E+33 1.9586E+32 3.5763E+34 1.3049E+34
1990 3.5174E+34 1.5710E+33 2.0198E+34 9.7000E+33 1.2083E+35 4.2402E+34
1991 3.9854E+34 1.2381E+34 4.9652E+34 3.6737E+34 2.8078E+35 9.8542E+34
1992 3.9919E+34 2.7085E+33 3.6371E+35 8.9098E+33 2.7859E+35 9.7663E+34
1993 1.3617E+33 1.9681E+32 5.4616E+34 1.6619E+33 1.1513E+35 4.1694E+34
1994 1.5969E+33 5.1897E+31 1.9609E+33 8.2462E+32 4.7996E+34 1.7498E+34
1995 1.4808E+33 3.3959E+31 4.1555E+32 6.1357E+32 3.5866E+34 1.3087E+34
1996 3.5728E+34 3.1393E+33 4.3200E+34 1.4397E+34 1.6911E+35 5.9280E+34
1997 3.9854E+34 1.8825E+34 6.7885E+34 4.8276E+34 3.2538E+35 1.1423E+35
1998 4.1329E+34 6.5040E+33 9.0164E+33 2.7956E+34 2.0581E+35 7.2304E+34
1999 5.4673E+32 2.2788E+31 8.6103E+32 3.4663E+32 5.7271E+34 2.0863E+34
2000 1.6002E+33 7.1008E+31 2.6451E+33 1.0283E+33 5.7932E+34 2.1108E+34
2001 8.3528E+34 1.8791E+34 2.0436E+35 8.6115E+34 3.5157E+35 1.2511E+35
2002 1.3651E+33 3.0497E+31 3.7101E+33 5.4502E+32 3.3633E+34 1.2276E+34
2003 3.5734E+34 4.5465E+33 6.3782E+34 1.6785E+34 2.0360E+35 7.1309E+34
2004 6.7034E+34 1.1353E+34 3.8169E+35 3.8518E+34 3.5430E+35 1.2531E+35
2005 3.9854E+34 2.6945E+34 8.6099E+34 6.2316E+34 3.5931E+35 1.2621E+35
2006 5.4887E+32 2.8031E+31 3.2996E+32 4.0272E+32 6.5116E+34 2.3709E+34
2007 5.3994E+32 2.2725E+31 2.7077E+33 3.4249E+32 5.7414E+34 2.0917E+34
2008 1.6002E+33 9.3187E+31 3.3905E+33 1.2484E+33 6.8754E+34 2.5036E+34
2009 1.5364E+33 5.0941E+31 6.0438E+33 7.8955E+32 4.8043E+34 1.7515E+34
2010 1.2285E+33 2.9753E+31 1.1220E+34 4.9149E+32 3.4434E+34 1.2564E+34
2011 3.5734E+34 6.3504E+33 8.6464E+34 1.9473E+34 2.3946E+35 8.3819E+34
2012 1.6002E+33 1.1917E+32 4.1891E+33 1.4814E+33 8.0666E+34 2.9353E+34
2013 1.5395E+33 7.0301E+31 8.2055E+33 9.8876E+32 5.8384E+34 2.1273E+34
2014 1.3592E+33 4.7903E+31 1.7565E+34 6.8566E+32 4.8171E+34 1.7556E+34
2015 5.1794E+32 1.6508E+31 6.2587E+33 2.6567E+32 4.7959E+34 1.7484E+34
2016 3.5734E+34 9.7960E+33 1.2254E+35 2.4212E+34 2.8909E+35 1.0116E+35
2017 1.6002E+33 1.4398E+32 4.8722E+33 1.6770E+33 9.1294E+34 3.3194E+34
2018 1.5395E+33 9.3120E+31 1.0590E+34 1.2070E+33 6.9772E+34 2.5408E+34
2019 1.3617E+33 6.4419E+31 2.3164E+34 8.3740E+32 5.7924E+34 2.1100E+34
2020 3.5734E+34 1.2782E+34 1.4882E+35 2.8165E+34 3.1911E+35 1.1167E+35
2021 1.5395E+33 1.0668E+32 1.1915E+34 1.3275E+33 7.6195E+34 2.7737E+34
2022 1.6002E+33 1.7569E+32 5.6103E+33 1.8804E+33 1.0378E+35 3.7682E+34
2023 1.3617E+33 8.4280E+31 2.9521E+34 1.0099E+33 6.8815E+34 2.5055E+34
2024 1.5395E+33 1.4231E+32 1.5054E+34 1.6090E+33 9.1920E+34 3.3426E+34
2025 3.5734E+34 1.9687E+34 1.9764E+35 3.7134E+34 3.6186E+35 1.2668E+35
2026 3.9919E+34 3.6339E+33 4.4607E+35 9.8892E+33 3.1965E+35 1.1199E+35
2027 1.3617E+33 1.0768E+32 3.6431E+34 1.1974E+33 8.0676E+34 2.9358E+34
2028 1.5395E+33 1.7324E+32 1.7299E+34 1.8023E+33 1.0418E+35 3.7834E+34
2029 4.1329E+34 9.7398E+33 1.3173E+34 3.5347E+34 2.4347E+35 8.5531E+34
2030 1.6167E+33 5.2193E+31 6.2498E+32 8.3589E+32 4.7981E+34 1.7492E+34
2031 1.3617E+33 1.3063E+32 4.2565E+34 1.3633E+33 9.1299E+34 3.3204E+34
2032 5.4673E+32 2.9430E+31 1.0891E+33 4.1553E+32 6.7265E+34 2.4490E+34
2033 1.3617E+33 1.6450E+32 5.0185E+34 1.5644E+33 1.0521E+35 3.8214E+34
2034 5.3995E+32 2.9454E+31 3.4343E+33 4.1148E+32 6.7608E+34 2.4616E+34
2035 5.4887E+32 3.6185E+31 4.1277E+32 4.8117E+32 7.6826E+34 2.7953E+34
2036 5.1903E+32 2.2426E+31 8.3748E+33 3.2852E+32 5.7730E+34 2.1034E+34
2037 3.9919E+34 5.0153E+33 5.4418E+35 1.1269E+34 3.5867E+35 1.2563E+35
2038 2.6280E+34 1.6858E+34 4.2595E+35 1.7686E+34 3.9449E+35 1.3716E+35
2039 4.1329E+34 1.5401E+34 1.9204E+34 4.7268E+34 2.9082E+35 1.0219E+35
2040 1.6201E+33 7.1274E+31 8.4197E+32 1.0416E+33 5.7813E+34 2.1064E+34
2041 5.4673E+32 3.8697E+31 1.3790E+33 5.0183E+32 8.0418E+34 2.9253E+34
2042 5.3995E+32 3.8756E+31 4.3488E+33 4.9707E+32 8.0871E+34 2.9420E+34
2043 5.4887E+32 4.7723E+31 5.1567E+32 5.7620E+32 9.2249E+34 3.3524E+34
2044 1.2531E+34 6.8325E+33 5.8719E+35 3.8976E+33 3.9855E+35 1.3728E+35
2045 5.1903E+32 2.9245E+31 1.0668E+34 3.9606E+32 6.8305E+34 2.4873E+34
2046 1.6201E+33 9.3364E+31 1.0779E+33 1.2632E+33 6.8514E+34 2.4948E+34
2047 4.1329E+34 2.1596E+34 2.4660E+34 5.9715E+34 3.2596E+35 1.1458E+35
2048 5.4673E+32 4.6921E+31 1.6078E+33 5.6837E+32 9.1353E+34 3.3202E+34
2049 5.3995E+32 4.6796E+31 5.0517E+33 5.6144E+32 9.1591E+34 3.3292E+34
2050 5.4887E+32 5.7672E+31 5.8841E+32 6.4009E+32 1.0439E+35 3.7885E+34
2051 4.2304E+33 6.4140E+32 1.8001E+33 5.5547E+33 1.1522E+35 4.1717E+34
2052 5.1903E+32 3.7362E+31 1.3169E+34 4.6893E+32 8.0139E+34 2.9162E+34
2053 4.1817E+33 6.3748E+32 5.6421E+33 5.4776E+33 1.1520E+35 4.1710E+34
2054 5.4673E+32 5.7373E+31 1.8519E+33 6.3632E+32 1.0418E+35 3.7810E+34
2055 1.6201E+33 1.1944E+32 1.3326E+33 1.4996E+33 8.0394E+34 2.9252E+34
2056 8.7847E+33 3.2936E+33 7.0072E+34 1.1685E+34 1.1770E+35 4.2210E+34
2057 4.1329E+34 3.0478E+34 3.1009E+34 7.6874E+34 3.5829E+35 1.2601E+35
2058 5.3995E+32 5.7162E+31 5.8130E+33 6.2818E+32 1.0433E+35 3.7869E+34
2059 8.2651E+33 5.0461E+32 1.4954E+34 3.0353E+33 3.8898E+34 1.3985E+34
2060 8.7775E+33 7.5998E+32 2.1765E+34 4.0431E+33 5.1823E+34 1.8616E+34
2061 8.7847E+33 1.0376E+33 2.8753E+34 5.0199E+33 6.3630E+34 2.2846E+34
2062 8.7847E+33 1.2737E+33 3.4413E+34 5.8319E+33 7.2777E+34 2.6125E+34
2063 8.7847E+33 1.6312E+33 4.2510E+34 7.0417E+33 8.5051E+34 3.0528E+34
2064 8.7847E+33 2.1148E+33 5.2560E+34 8.6538E+33 9.8628E+34 3.5405E+34
2065 8.7847E+33 2.6631E+33 6.2465E+34 1.0399E+34 1.1001E+35 3.9498E+34
2066 5.1903E+32 4.5351E+31 1.5376E+34 5.3208E+32 9.1014E+34 3.3093E+34
2067 1.6201E+33 1.4466E+32 1.5532E+33 1.7003E+33 9.1155E+34 3.3141E+34
2068 2.6132E+34 1.1046E+33 5.1347E+34 5.5281E+33 1.1903E+35 4.1630E+34
2069 5.1903E+32 5.5413E+31 1.7727E+34 5.9686E+32 1.0359E+35 3.7615E+34
2070 1.2530E+34 4.9477E+32 1.1131E+35 1.5585E+33 1.2231E+35 4.2397E+34
2071 2.6277E+34 1.8733E+33 9.2635E+34 6.9329E+33 1.6409E+35 5.7268E+34
2072 1.6201E+33 1.7661E+32 1.7894E+33 1.9069E+33 1.0370E+35 3.7650E+34
2073 4.0327E+33 6.2570E+32 1.7356E+34 5.2444E+33 1.1518E+35 4.1707E+34
2074 3.7968E+33 9.4214E+31 3.5381E+32 1.5360E+33 3.4627E+34 1.2633E+34
2075 3.7595E+33 9.4014E+31 1.1144E+33 1.5211E+33 3.4712E+34 1.2663E+34
2076 1.2531E+34 7.8355E+32 1.7035E+35 1.7758E+33 1.6707E+35 5.7769E+34
2077 2.5759E+33 4.8736E+32 1.2116E+35 2.9675E+33 1.1579E+35 4.1833E+34
2078 3.6000E+33 5.8918E+32 5.0247E+34 4.5617E+33 1.1520E+35 4.1710E+34
2079 7.3579E+33 1.6097E+33 4.0405E+34 1.0000E+34 1.1575E+35 4.1832E+34
2080 2.6280E+34 2.6374E+33 1.2788E+35 7.7095E+33 2.0091E+35 7.0013E+34
2081 8.2646E+33 1.7281E+33 4.4712E+33 1.1741E+34 1.1551E+35 4.1783E+34
2082 4.2247E+33 1.5546E+32 5.7008E+32 2.2143E+33 4.8656E+34 1.7733E+34
2083 1.2531E+34 1.0922E+33 2.1479E+35 1.9308E+33 2.0370E+35 7.0335E+34
2084 4.1761E+33 1.5456E+32 1.7885E+33 2.1846E+33 4.8674E+34 1.7738E+34
2085 2.6280E+34 3.5822E+33 1.6490E+35 8.5430E+33 2.3790E+35 8.2821E+34
2086 4.2304E+33 2.1349E+32 7.7146E+32 2.7840E+33 5.8807E+34 2.1422E+34
2087 8.0348E+33 1.6984E+33 1.3794E+34 1.1292E+34 1.1554E+35 4.1786E+34
2088 4.1817E+33 2.0659E+32 2.3586E+33 2.6912E+33 5.7889E+34 2.1088E+34
2089 1.2531E+34 1.5907E+33 2.7453E+35 2.1499E+33 2.4985E+35 8.6172E+34
2090 3.6434E+33 9.3320E+31 3.4778E+33 1.4745E+33 3.4964E+34 1.2753E+34
2091 2.6280E+34 4.9240E+33 2.0966E+35 9.6340E+33 2.7809E+35 9.6751E+34
2092 4.2304E+33 2.5625E+32 9.1247E+32 3.1819E+33 6.5881E+34 2.3991E+34
2093 2.9599E+33 9.0390E+32 1.8838E+35 2.9136E+33 1.1819E+35 4.2296E+34
2094 4.1817E+33 2.7199E+32 3.0337E+33 3.2897E+33 6.8740E+34 2.5028E+34
2095 1.2531E+34 2.1170E+33 3.2769E+35 2.3613E+33 2.8668E+35 9.8826E+34
2096 2.3740E+33 7.6512E+31 2.6567E+34 9.1464E+32 3.5561E+34 1.2925E+34
2097 8.0490E+33 6.1407E+33 3.5404E+34 1.1690E+34 1.1987E+35 4.2581E+34
2098 3.3019E+33 9.1245E+31 1.0551E+34 1.3360E+33 3.5821E+34 1.3055E+34
2099 4.0275E+33 1.5177E+32 5.5159E+33 2.0940E+33 4.8736E+34 1.7758E+34
2100 6.7460E+33 2.3844E+32 8.1330E+33 2.6624E+33 3.6276E+34 1.3172E+34
2101 2.6280E+34 7.3979E+33 2.7724E+35 1.1543E+34 3.2797E+35 1.1407E+35
2102 1.0962E+34 3.8730E+33 8.6536E+33 1.6454E+34 1.1700E+35 4.2076E+34
2103 5.6767E+33 1.3654E+33 1.0178E+35 6.9595E+33 1.1636E+35 4.1945E+34
2104 7.7184E+33 9.0344E+32 7.3606E+33 2.6310E+33 4.0886E+34 1.4538E+34
2105 7.6907E+33 2.6687E+32 9.2457E+32 3.1634E+33 3.7741E+34 1.3718E+34
2106 8.0452E+33 1.3532E+33 1.0627E+34 3.5321E+33 5.3893E+34 1.9152E+34
2107 8.0490E+33 1.8305E+33 1.3888E+34 4.3987E+33 6.5819E+34 2.3381E+34
2108 8.0490E+33 2.2948E+33 1.6905E+34 5.2364E+33 7.6144E+34 2.7046E+34
2109 8.0490E+33 2.9595E+33 2.0979E+34 6.4417E+33 8.8816E+34 3.1548E+34
2110 1.0372E+34 3.7195E+33 2.5943E+34 1.5094E+34 1.1717E+35 4.2106E+34
2111 8.0490E+33 3.8374E+33 2.5927E+34 8.0665E+33 1.0196E+35 3.6226E+34
2112 4.2304E+33 3.3482E+32 1.1540E+33 3.8611E+33 7.8107E+34 2.8428E+34
2113 8.0490E+33 4.7102E+33 3.0301E+34 9.6987E+33 1.1141E+35 3.9600E+34
2114 4.1817E+33 3.4912E+32 3.7656E+33 3.9360E+33 8.0623E+34 2.9339E+34
2115 1.2531E+34 2.9423E+33 3.9769E+35 2.6756E+33 3.2799E+35 1.1304E+35
2116 2.5729E+33 1.1913E+32 3.9831E+34 1.2175E+33 4.9430E+34 1.7939E+34
2117 7.3514E+33 3.8121E+32 1.2623E+34 3.7229E+33 5.0062E+34 1.8161E+34
2118 3.5958E+33 1.4333E+32 1.6118E+34 1.8314E+33 4.8980E+34 1.7833E+34
2119 2.6280E+34 1.0402E+34 3.4179E+35 1.3807E+34 3.6353E+35 1.2646E+35
2120 4.0327E+33 2.0435E+32 7.3127E+33 2.5880E+33 5.8315E+34 2.1239E+34
2121 7.4946E+33 2.6443E+32 2.8841E+33 3.0763E+33 3.7886E+34 1.3767E+34
2122 8.2588E+33 4.1118E+32 1.3909E+33 4.3414E+33 5.0157E+34 1.8218E+34
2123 4.2304E+33 4.3875E+32 1.4368E+33 4.6466E+33 9.2833E+34 3.3756E+34
2124 4.1817E+33 4.2410E+32 4.4069E+33 4.4970E+33 9.1277E+34 3.3194E+34
2125 5.6098E+33 2.3787E+33 1.4807E+35 6.0382E+33 1.1894E+35 4.2423E+34
2126 1.2531E+34 4.2029E+33 4.8261E+35 3.1383E+33 3.6674E+35 1.2639E+35
2127 5.5333E+33 1.4242E+31 2.2846E+32 5.7581E+32 1.1054E+35 4.0468E+34
2128 7.3579E+33 5.1440E+32 1.6657E+34 4.6090E+33 6.0310E+34 2.1870E+34
2129 3.5999E+33 1.8773E+32 2.0732E+34 2.2046E+33 5.7906E+34 2.1074E+34
2130 6.2802E+33 2.2619E+31 3.8732E+32 8.2436E+32 1.4717E+35 5.3825E+34
2131 2.5759E+33 1.5880E+32 5.1447E+34 1.4539E+33 6.0111E+34 2.1798E+34
2132 6.3281E+33 3.4151E+31 6.7249E+32 1.1310E+33 1.8181E+35 6.6444E+34
2133 4.0327E+33 2.7109E+32 9.4574E+33 3.1777E+33 6.9642E+34 2.5353E+34
2134 8.0297E+33 4.0670E+32 4.3260E+33 4.2040E+33 5.0362E+34 1.8287E+34
2135 6.3281E+33 4.5790E+31 9.4274E+32 1.4112E+33 2.1288E+35 7.7752E+34
2136 1.5145E+34 3.9936E+31 1.9702E+32 1.5396E+33 1.0557E+35 3.8645E+34
2137 6.3281E+33 6.0480E+31 1.2432E+33 1.7195E+33 2.4842E+35 9.0661E+34
2138 1.7772E+34 6.9813E+31 3.7430E+32 2.3905E+33 1.4932E+35 5.4594E+34
2139 1.7860E+34 1.0190E+32 6.2496E+32 3.2152E+33 1.8084E+35 6.6080E+34
2140 5.5171E+33 1.4236E+31 7.2195E+32 5.7438E+32 1.1065E+35 4.0508E+34
2141 1.7860E+34 1.3519E+32 8.6874E+32 3.9980E+33 2.1017E+35 7.6756E+34
2142 6.2576E+33 2.2571E+31 1.2217E+33 8.2113E+32 1.4715E+35 5.3817E+34
2143 8.2646E+33 5.5446E+32 1.8435E+33 5.4239E+33 6.0011E+34 2.1791E+34
2144 1.7860E+34 1.8509E+32 1.1901E+33 5.0220E+33 2.4964E+35 9.1104E+34
2145 6.3053E+33 3.4091E+31 2.1213E+33 1.1263E+33 1.8187E+35 6.6468E+34
2146 2.7645E+33 1.4837E+32 4.4709E+34 9.3720E+32 3.6665E+34 1.3188E+34
2147 5.4662E+33 1.4228E+31 2.2791E+33 5.7024E+32 1.1102E+35 4.0643E+34
2148 6.3053E+33 4.5729E+31 2.9743E+33 1.4053E+33 2.1305E+35 7.7812E+34
2149 4.2304E+33 5.3245E+32 1.6478E+33 5.2126E+33 1.0468E+35 3.8017E+34
2150 8.8092E+33 6.6444E+33 1.2292E+34 1.3649E+34 1.1957E+35 4.2523E+34
2151 4.1817E+33 5.2095E+32 5.1118E+33 5.0961E+33 1.0372E+35 3.7675E+34
2152 6.1821E+33 2.2422E+31 3.8308E+33 8.1041E+32 1.4711E+35 5.3801E+34
2153 6.3053E+33 6.0395E+31 3.9212E+33 1.7119E+33 2.4861E+35 9.0732E+34
2154 1.5108E+34 3.9933E+31 6.2286E+32 1.5366E+33 1.0567E+35 3.8682E+34
2155 6.2283E+33 3.3856E+31 6.6423E+33 1.1094E+33 1.8198E+35 6.6505E+34
2156 2.1643E+33 1.2498E+33 2.2220E+35 1.7242E+33 1.2088E+35 4.2700E+34
2157 1.7712E+34 6.9675E+31 1.1808E+33 2.3813E+33 1.4929E+35 5.4582E+34
2158 5.3144E+33 2.1809E+32 2.2589E+34 2.0450E+33 3.7619E+34 1.3622E+34
2159 6.2283E+33 4.5454E+31 9.3165E+33 1.3841E+33 2.1337E+35 7.7931E+34
2160 7.3579E+33 7.0146E+32 2.1984E+34 5.7990E+33 7.3391E+34 2.6606E+34
2161 1.0198E+34 5.6001E+32 1.7075E+33 3.8888E+33 3.8310E+34 1.3806E+34
2162 1.7799E+34 1.0183E+32 1.9741E+33 3.2043E+33 1.8098E+35 6.6131E+34
2163 6.2283E+33 6.0020E+31 1.2276E+34 1.6852E+33 2.4900E+35 9.0876E+34
2164 1.7799E+34 1.3533E+32 2.7479E+33 3.9884E+33 2.1057E+35 7.6902E+34
2165 2.5759E+33 2.1204E+32 6.6157E+34 1.7599E+33 7.3054E+34 2.6476E+34
2166 4.0327E+33 3.4768E+32 1.1718E+34 3.7982E+33 8.1643E+34 2.9706E+34
2167 1.7799E+34 1.8562E+32 3.7684E+33 5.0146E+33 2.5040E+35 9.1380E+34
2168 8.0347E+33 5.3084E+32 5.5555E+33 5.1150E+33 5.9156E+34 2.1474E+34
2169 3.6000E+33 2.4551E+32 2.6425E+34 2.6678E+33 6.8702E+34 2.4993E+34
2170 3.6580E+34 1.2063E+32 5.7330E+32 3.8789E+33 1.1323E+35 4.1354E+34
2171 4.1531E+34 2.0483E+32 1.0735E+33 5.9000E+33 1.5477E+35 5.6475E+34
2172 4.1577E+34 2.8613E+32 1.6938E+33 7.7605E+33 1.8273E+35 6.6659E+34
2173 4.1577E+34 3.8825E+32 2.4104E+33 9.9072E+33 2.1435E+35 7.8171E+34
2174 6.2217E+33 4.9250E+33 8.6789E+34 7.6510E+33 1.2047E+35 4.2658E+34
2175 9.6523E+33 5.4080E+32 5.1785E+33 3.6306E+33 3.8193E+34 1.3756E+34
2176 8.2646E+33 6.7391E+32 2.2033E+33 6.2920E+33 6.7697E+34 2.4578E+34
2177 2.9568E+33 2.2473E+32 6.4697E+34 1.2014E+33 5.1323E+34 1.8427E+34
2178 5.6713E+33 3.2701E+32 3.2719E+34 2.6753E+33 5.0386E+34 1.8224E+34
2179 7.3579E+33 8.1518E+32 2.5030E+34 6.4924E+33 8.0617E+34 2.9222E+34
2180 1.0957E+34 8.9789E+32 2.6539E+33 5.5340E+33 5.2352E+34 1.8854E+34
2181 8.0348E+33 7.1258E+32 7.2571E+33 6.3896E+33 7.1040E+34 2.5782E+34
2182 4.0327E+33 4.1849E+32 1.3605E+34 4.3125E+33 9.1831E+34 3.3393E+34
2183 2.5759E+33 2.4450E+32 7.4645E+34 1.9414E+33 8.0168E+34 2.9049E+34
2184 3.6000E+33 3.1460E+32 3.2741E+34 3.1857E+33 8.0509E+34 2.9276E+34
2185 3.3148E+33 3.0161E+33 1.5886E+35 3.0364E+33 1.2171E+35 4.2816E+34
2186 1.0365E+34 8.5081E+32 7.8925E+33 5.0668E+33 5.1840E+34 1.8658E+34
2187 8.2646E+33 8.9228E+32 2.8192E+33 7.7948E+33 8.0580E+34 2.9249E+34
2188 2.9599E+33 2.8061E+32 7.8166E+34 1.3590E+33 6.0820E+34 2.1817E+34
2189 5.6767E+33 4.4031E+32 4.2678E+34 3.2455E+33 6.1509E+34 2.2232E+34
2190 1.0962E+34 1.1561E+33 3.3491E+33 6.6977E+33 6.1151E+34 2.2019E+34
2191 7.3579E+33 1.0752E+33 3.1425E+34 7.9846E+33 9.5137E+34 3.4478E+34
2192 5.3040E+33 3.8705E+32 3.4552E+34 1.7701E+33 3.8648E+34 1.3833E+34
2193 8.0348E+33 9.1787E+32 9.0373E+33 7.7450E+33 8.3114E+34 3.0158E+34
2194 4.0327E+33 5.1328E+32 1.5759E+34 4.8850E+33 1.0410E+35 3.7814E+34
2195 1.0121E+33 1.3869E+33 2.1755E+35 7.1663E+32 1.2292E+35 4.2846E+34
2196 2.5759E+33 3.2273E+32 9.3568E+34 2.3619E+33 9.4988E+34 3.4410E+34
2197 3.6000E+33 4.0470E+32 4.0118E+34 3.7937E+33 9.4204E+34 3.4235E+34
2198 1.0372E+34 1.1618E+33 1.0486E+34 6.3794E+33 6.3014E+34 2.2673E+34
2199 8.2646E+33 1.1727E+33 3.5270E+33 9.5492E+33 9.4986E+34 3.4466E+34
2200 5.6767E+33 5.3023E+32 5.0227E+34 3.6857E+33 6.9653E+34 2.5167E+34
2201 8.4149E+33 9.4784E+32 2.4614E+33 2.9237E+33 4.0629E+34 1.4459E+34
2202 2.9599E+33 3.6598E+32 9.7717E+34 1.5938E+33 7.4003E+34 2.6524E+34
2203 5.5389E+33 1.4239E+31 7.2239E+31 5.7619E+32 1.1048E+35 4.0446E+34
2204 1.0962E+34 1.5856E+33 4.4431E+33 8.5729E+33 7.4450E+34 2.6805E+34
2205 2.0554E+33 2.1887E+32 5.7256E+34 5.7545E+32 3.7901E+34 1.3449E+34
2206 5.6031E+33 5.6488E+32 4.8472E+34 2.2523E+33 5.1757E+34 1.8501E+34
2207 7.3579E+33 1.3085E+33 3.6327E+34 9.1486E+33 1.0590E+35 3.8363E+34
2208 8.0348E+33 1.1041E+33 1.0516E+34 8.8884E+33 9.2866E+34 3.3689E+34
2209 2.5759E+33 4.0282E+32 1.1007E+35 2.7428E+33 1.0703E+35 3.8754E+34
2210 6.2085E+34 2.9942E+32 4.1640E+33 6.6419E+33 1.1867E+35 4.3061E+34
2211 6.9255E+34 5.1185E+32 7.9515E+33 1.0232E+34 1.6133E+35 5.8509E+34
2212 6.9263E+34 7.3023E+32 1.2589E+34 1.3747E+34 1.9306E+35 7.0010E+34
2213 6.9263E+34 9.0849E+32 1.6093E+34 1.6438E+34 2.1642E+35 7.8477E+34
2214 3.6000E+33 4.8854E+32 4.5889E+34 4.2618E+33 1.0528E+35 3.8225E+34
2215 5.9363E+33 7.3651E+32 1.8696E+34 1.8609E+33 3.9441E+34 1.3994E+34
2216 5.0540E+33 1.2640E+31 6.2974E+33 5.0612E+32 1.0338E+35 3.7854E+34
2217 1.0372E+34 1.4405E+33 1.2700E+34 7.5252E+33 7.2182E+34 2.5969E+34
2218 5.6767E+33 7.3598E+32 6.6389E+34 4.6671E+33 8.5938E+34 3.1042E+34
